#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.Label
#foreign_key_rtable=rtable.Label
#ltable=POINTER
_id,ltable.Label,rtable.Label,ltable.BeerName,rtable.BeerName,gold
4705,A3354,B1838,Aqula American Amber Ale,Heavy Seas Desert Island Series American Honey Amber Ale,0
4729,A3370,B107,Roundabout Imperial Red Ale,Marble Imperial Red Ale,0
4746,A3370,B2344,Roundabout Imperial Red Ale,Tumbledown Imp Imperial Red Ale,0
4748,A3370,B2367,Roundabout Imperial Red Ale,Peter Bs Sum Of Hours Imperial Red Ale,0
4766,A3370,B36,Roundabout Imperial Red Ale,AleSmith YuleSmith &#40;Winter&#41; Imperial Red Ale,0
4768,A3370,B4029,Roundabout Imperial Red Ale,Anacapa Riptide Imperial Red Ale,0
4808,A3419,B259,Red Toad Amber Ale,Baird Red Rose Amber Ale,0
4812,A3419,B453,Red Toad Amber Ale,Trailhead Red Amber Ale,0
4826,A3428,B3428,Willoughby American Amber Ale,Willoughby American Amber Ale,1
4828,A3428,B4042,Willoughby American Amber Ale,Maldita Old Continent American Amber Ale,0
4838,A3435,B1113,Stone Liberty Station Outbreak Series: Red Ale,Liberty High Point Rocket_s Red Ale,0
4840,A3435,B199,Stone Liberty Station Outbreak Series: Red Ale,Brew Bus Detour Series: Rollin Dirty Red Ale - Wood Aged,0
4880,A3449,B2335,Red Shedman's Imperial Amber Ale,Boxing Cat Firecracker Imperial Red Ale,0
4891,A3449,B2906,Red Shedman's Imperial Amber Ale,Kinetic Infrared Imperial Red Ale,0
4902,A3449,B3472,Red Shedman's Imperial Amber Ale,Rock Bottom Orland Park King of Hearts Imperial Red Ale,0
4925,A3464,B3615,Pizza Orgasmica Amber Ale,Pizza Port Acacia Amber Ale,0
4949,A3492,B1430,Winter Seasonal Amber Ale,Brewsters Winter WARMer Amber Ale,0
4965,A3515,B3515,Red RYEding Hood,Chapman_s Red RYEding Hood,1
4993,A3525,B2335,Double Mongrel Imperial India Red Ale,Boxing Cat Firecracker Imperial Red Ale,0
4996,A3525,B2367,Double Mongrel Imperial India Red Ale,Peter Bs Sum Of Hours Imperial Red Ale,0
5014,A3525,B354,Double Mongrel Imperial India Red Ale,Spring House Atomic Raygun Imperial Red Ale,0
5045,A3580,B3580,Wobbly Red Ale,Crannog Wobbly Toddler Red Milk Ale,0
5062,A362,B1023,Climax Noel - Imperial Red Ale,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,0
5075,A362,B1817,Climax Noel - Imperial Red Ale,Rusty Truck Stupiphany Imperial Red Ale,0
5093,A362,B3138,Climax Noel - Imperial Red Ale,Edge Imperial Red Ale &#40;Spring Seasonal&#41;,0
5112,A363,B1436,Premium Red Ale,Ranga Premium Red Ale,0
5125,A3641,B543,Escanaba River Amber Ale,Piney River McKinney Eddy Amber Ale,0
5129,A3653,B1610,Constanza_s Hoppy Red Ale,Spiteful Angry Adam Hoppy Red Ale,0
5145,A3670,B3670,Buckleys Original Ale,Buckleys Original Ale,1
5163,A3674,B11,Starlord's Mixtape / Groot Drank Imperial Red Ale,Lagunitas Imperial Red Ale,0
5171,A3674,B1754,Starlord's Mixtape / Groot Drank Imperial Red Ale,Iron Horse Fresh Hop Imperial Red Ale,0
5172,A3674,B176,Starlord's Mixtape / Groot Drank Imperial Red Ale,406 Imperial Red Ale,0
5204,A3674,B666,Starlord's Mixtape / Groot Drank Imperial Red Ale,Pizza Port Rhino Chaser Imperial Red Ale,0
5213,A3680,B2580,Weekender American Amber Ale,Canal Park General Sterling Price American Amber Ale - Centennial,0
5230,A37,B3710,Shark Attack Double Red Ale,Midnight Sun Unite Double Red Hot Ale &#40;2015&#41;,0
5271,A3701,B3502,Commander Clifford_s Imperial Red Ale,Proof Abandoned Planet Imperial Red Ale,0
5287,A3710,B2327,Double Red Hot Ale,Below Grade Super Duty Double Red Ale,0
5291,A3710,B589,Double Red Hot Ale,Destihl Barrel Aged Deadhead Double Red Ale,0
5332,A3764,B1242,Kniksen India Red Ale,Good People Stepchild Belgian India Red Ale,0
5338,A3764,B471,Kniksen India Red Ale,Boneyard Skunkape India Red Ale,0
5351,A3797,B308,Monkey King Amber Ale,RJ King Wingwalker Amber Ale,0
5413,A3807,B3807,Neudorf Red Ale,Bendorf Neudorf Red Ale,1
5434,A3849,B3849,Vital Infrared Imperial Red,Vital Infrared Imperial Red,1
5437,A3851,B3851,Oatmeal Amber Ale,John Harvards Oatmeal Amber Ale,1
5439,A3862,B1023,Photobomb Imperial Red Ale,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,0
5455,A3862,B2242,Photobomb Imperial Red Ale,ShuBrew Heart and Sole Imperial Red Ale,0
5482,A3862,B496,Photobomb Imperial Red Ale,Howe Sound Three Beavers Imperial Red Ale,0
5492,A3867,B2952,Alpine Mountain Amber Ale,Breckenridge Mountain Series: Hoppy Amber Ale,0
5539,A3891,B259,Red Headed Slut Amber Ale,Baird Red Rose Amber Ale,0
5542,A3891,B3419,Red Headed Slut Amber Ale,Blue Cat Red Toad Amber Ale,0
5544,A3891,B453,Red Headed Slut Amber Ale,Trailhead Red Amber Ale,0
5569,A3901,B839,Big Bully Amber Ale,Big Time Atlas Amber Ale,0
5639,A394,B394,Belle Gueule Rousse,Belle Gueule Rousse,1
5680,A3966,B3966,Honey Basil Amber,Rude Hippo Honey Basil Amber,1
5718,A4,B1511,Green Flash Hop Head Red Ale,Bagby Hop Crop Red Ale,0
5719,A4,B1754,Green Flash Hop Head Red Ale,Iron Horse Fresh Hop Imperial Red Ale,0
5733,A4005,B4001,Ambleside Amber Ale,Bridge Ambleside Amber Ale - Pomegranate & Galena Hops,0
5735,A4008,B1520,Amber Ale With Spanish Orange,Big Bear Mountain Orange Blossom Amber Ale,0
5740,A4012,B107,Hop Around Imperial Red Ale,Marble Imperial Red Ale,0
5741,A4012,B1070,Hop Around Imperial Red Ale,Wynwood Fox Imperial Red Ale,0
5743,A4012,B1141,Hop Around Imperial Red Ale,Laguna Beach Grateful Red Imperial Red Ale,0
5750,A4012,B1732,Hop Around Imperial Red Ale,Oak Creek King Crimson Imperial Red Ale,0
5755,A4012,B2182,Hop Around Imperial Red Ale,Kern River Dirty Hippie Imperial Red Ale,0
5757,A4012,B2242,Hop Around Imperial Red Ale,ShuBrew Heart and Sole Imperial Red Ale,0
5762,A4012,B2369,Hop Around Imperial Red Ale,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,0
5769,A4012,B2971,Hop Around Imperial Red Ale,Ale Mania Imperial Red Ale,0
5776,A4012,B3432,Hop Around Imperial Red Ale,Speakeasy Wet Hop Prohibition Red Ale,0
5784,A4012,B412,Hop Around Imperial Red Ale,Austin Beerworks Battle Axe Imperial Red Ale,0
5809,A4041,B317,Pioneer American Red Ale,Fat Bottom Ruby Red American Ale,0
5818,A4053,B4053,Red's On Vacation,Barley Johns Reds on Vacation,1
5857,A4078,B4358,Lower De Boom Barleywine,21st Amendment Bourbon Barrel Lower da Boom Barleywine,0
5865,A4081,B4356,Alaskan Barley Wine (Pilot Series),Hermit Thrush Abbey Series #  1 - Jolly Abbot Barley Wine,0
5898,A4102,B4369,Oak-Aged Backburner (Imperial Barley Wine Style Ale),Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40;Oak&#41;,0
5949,A411,B495,Starfish Imperial Red Ale,Worthy Eruption Imperial Red Ale,0
5961,A4115,B4115,Thomas Hooker Old Marley Barleywine,Thomas Hooker Old Marley Barleywine,1
5963,A4120,B4174,Pike Old Bawdy Barley Wine,Bristol Old No. 23 Barley Wine,0
6000,A4135,B418,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Columbus Bourbon Barrel Aged Uncle Rusty,0
6006,A4135,B4231,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Revolution Barrel Aged Institutionalized Barley Wine,0
6026,A414,B3742,Tongue Buckler (Bourbon Barrel Aged),23rd Street Pumpkin Ale Bourbon Barrel Aged,0
6033,A4141,B4141,Old Cellar Dweller,Driftwood Old Cellar Dweller Barleywine,1
6063,A4154,B4154,Kuhnhenn Extraneous Ale,Kuhnhenn Extraneous Ale,1
6068,A4157,B4223,Kickin' Chicken Bourbon Barrel Barley Wine,Elevator Barrel Aged Barley Wine,0
6091,A4171,B1023,Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,0
6100,A4171,B199,Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged,Brew Bus Detour Series: Rollin Dirty Red Ale - Wood Aged,0
6167,A4192,B1974,Three Sheets Barleywine (Barrel Aged),&#40;512&#41; Cabernet Barrel Aged Three,0
6186,A4207,B4288,Bourbon Barrel Aged Behemoth With Cherries,Lompoc Bourbon Barrel Aged Old Tavern Rat,0
6195,A4212,B4212,Fisherman's Tea Party,Cape Ann Fisherman_s Tea Party,1
6197,A4216,B4216,Centurion Barleywine Ale,Golden City Centurion Barleywine Ale,1
6204,A4217,B4093,John Barleycorn - Bourbon Barrel Aged,AleSmith Old Numbskull - Bourbon Barrel Aged,0
6209,A4217,B917,John Barleycorn - Bourbon Barrel Aged,Actual Bourbon Barrel Aged Elektron,0
6214,A4223,B4183,Elevator Barrel Aged Barley Wine (Bar Bar),Hopworks Bourbon Aged Noggin Floggin Barley Wine,0
6221,A4228,B4232,AmEn! Barleywine - Barrel Aged,Tighthead Barrel Aged Old Kaya Dog Barleywine,0
6235,A4236,B4076,Inception Series - Runnin' With The Devil,18th Street Deal With the Devil Pale Ale,0
6242,A4255,B1543,Bourbon Barrel Aged Auld Bitch,Aspen Bourbon Barrel Aged Conundrum Red Ale,0
6246,A4255,B338,Bourbon Barrel Aged Auld Bitch,Lompoc Bourbon Barrel Aged Proletariat Red Ale,0
6255,A4258,B4232,Three Sheets Barleywine (Syrah Barrel Aged),Tighthead Barrel Aged Old Kaya Dog Barleywine,0
6258,A426,B426,Strada S. Felice,Grado Plato Strada S. Felice,1
6262,A4271,B1854,Noggin Floggin (Bourbon Barrel Aged),MadTree Bourbon Barrel Aged Happy Amber,0
6289,A4292,B4292,Barrel Aged Chessie,Union Craft Chessie Barleywine Barrel Aged,1
6304,A4311,B1854,Frost Quake Bourbon Barrel Aged Barley Wine,MadTree Bourbon Barrel Aged Happy Amber,0
6306,A4311,B338,Frost Quake Bourbon Barrel Aged Barley Wine,Lompoc Bourbon Barrel Aged Proletariat Red Ale,0
6318,A4311,B4330,Frost Quake Bourbon Barrel Aged Barley Wine,Hangar 24 Barrel Roll No. 04: Hammerhead - Bourbon Barrel Aged with Chai Tea,0
6350,A4341,B4156,Heavyweight Ticklefight Champion Of The World,Solemn Oath Heavyweight Ticklefight Champion of the World,1
6363,A4359,B4237,Isle Of Pines Barley Wine,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,0
6388,A4378,B418,Ole' Redbeard Barleywine (Bourbon Barrel Aged),Columbus Bourbon Barrel Aged Uncle Rusty,0
6408,A438,B543,Simeon Jones River Valley Amber Ale,Piney River McKinney Eddy Amber Ale,0
6409,A438,B758,Simeon Jones River Valley Amber Ale,Metolius River Ales Rusty Spinner Amber Ale,0
6423,A4384,B4096,Barrel Aged Series: Barley Wine,Hangar 24 Barrel Roll No. 04: Hammerhead - Barrel Aged Barley Wine,0
6426,A4384,B4223,Barrel Aged Series: Barley Wine,Elevator Barrel Aged Barley Wine,0
6472,A4391,B4358,Old Blarney Barleywine - Bourbon Barrel Aged,21st Amendment Bourbon Barrel Lower da Boom Barleywine,0
6499,A45,B2241,Kingpin Double Red Ale,Out of Bounds Relentless Double Red Ale,0
6560,A47,B2367,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Peter Bs Sum Of Hours Imperial Red Ale,0
6571,A47,B2951,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Two Brothers Revelry Imperial Red Ale,0
6580,A47,B3472,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Rock Bottom Orland Park King of Hearts Imperial Red Ale,0
6604,A489,B489,Copperhead Amber Ale,Yalobusha Copperhead Amber Ale,1
6630,A495,B2349,Eruption Imperial Red Ale,De Koninck TSTBRW 01 Imperial Red Ale,0
6639,A495,B2971,Eruption Imperial Red Ale,Ale Mania Imperial Red Ale,0
6656,A495,B848,Eruption Imperial Red Ale,Three Heads Buffalo Soul Jah Imperial Red Ale,0
6668,A496,B173,Three Beavers Imperial Red Ale,Mission Carrack Imperial Red Ale,0
6671,A496,B176,Three Beavers Imperial Red Ale,406 Imperial Red Ale,0
6682,A496,B2788,Three Beavers Imperial Red Ale,Renegade Scarlett Letter Imperial Red Ale,0
6685,A496,B293,Three Beavers Imperial Red Ale,Lavery Imperial Red Ale &#40;IRA&#41;,0
6688,A496,B3094,Three Beavers Imperial Red Ale,Scuttlebutt Mateo Loco Imperial Red Ale,0
6701,A496,B495,Three Beavers Imperial Red Ale,Worthy Eruption Imperial Red Ale,0
6733,A500,B2369,West Sixth / Country Boy Country Western (Volume 3 Imperial Red Ale),Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,0
6745,A500,B31,West Sixth / Country Boy Country Western (Volume 3 Imperial Red Ale),Ballast Point Tongue Buckler Imperial Red Ale,0
6774,A501,B1536,Double Dragon Imperial Red Ale,Yukon You Only Live Once Imperial Red Ale,0
6800,A501,B3094,Double Dragon Imperial Red Ale,Scuttlebutt Mateo Loco Imperial Red Ale,0
6802,A501,B3138,Double Dragon Imperial Red Ale,Edge Imperial Red Ale &#40;Spring Seasonal&#41;,0
6820,A501,B989,Double Dragon Imperial Red Ale,Wildcard Double Down Imperial Red Ale,0
6829,A505,B2952,Mountain Goat Fancy Pants Amber Ale,Breckenridge Mountain Series: Hoppy Amber Ale,0
6835,A510,B1242,Good Medicine Strong Red Ale,Good People Stepchild Belgian India Red Ale,0
6840,A517,B1838,Honey Amber Ale,Heavy Seas Desert Island Series American Honey Amber Ale,0
6850,A522,B270,Hawai'i Nui Sunset Amber Ale,Grand Canyon Sunset Amber Ale,0
6869,A529,B3741,American India Red Ale,Lofty Zeb_s American Red Ale,0
6886,A535,B1501,Red Racer India Style Red Ale,Heist American Style Red Ale,0
6896,A535,B964,Red Racer India Style Red Ale,GoodLife Redside India Red Ale,0
6915,A553,B3978,Harold The Red Ale,Off the Rail Raybuck Red Ale,0
6945,A573,B2453,Amber Waves Ale,Capitol City Amber Waves Ale,1
6986,A599,B302,Rocky Mountain Red Ale,Crazy Mountain Boohai Red Ale &#40;Kura Koa&#41;,0
7028,A623,B4237,Beer Of The Dragon,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,0
7051,A64,B64,Dark Horse Amber Ale,Dark Horse Amber Ale,1
7121,A663,B2951,Red Dread Imperial Red Ale,Two Brothers Revelry Imperial Red Ale,0
7147,A665,B3475,O'Connor's Irish Red Ale,Loose Shoe Slinte Irish Red Ale,0
7155,A666,B11,Rhino Chaser Imperial Red Ale,Lagunitas Imperial Red Ale,0
7183,A666,B3138,Rhino Chaser Imperial Red Ale,Edge Imperial Red Ale &#40;Spring Seasonal&#41;,0
7209,A685,B521,Boundary Bay Amber Ale,Half Moon Bay Mavericks Amber Ale,0
7231,A707,B1023,BJ's Imperial Red Ale,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,0
7256,A707,B2906,BJ's Imperial Red Ale,Kinetic Infrared Imperial Red Ale,0
7285,A715,B1141,Redeemer Imperial Red Ale,Laguna Beach Grateful Red Imperial Red Ale,0
7287,A715,B1477,Redeemer Imperial Red Ale,Laurelwood Organic Deranger Imperial Red Ale,0
7378,A743,B1536,Saint Gleason Imperial Red Ale,Yukon You Only Live Once Imperial Red Ale,0
7380,A743,B173,Saint Gleason Imperial Red Ale,Mission Carrack Imperial Red Ale,0
7394,A743,B2788,Saint Gleason Imperial Red Ale,Renegade Scarlett Letter Imperial Red Ale,0
7429,A747,B1369,North 45 Amber Ale,Thirsty Pagan North Coast Amber Ale,0
7463,A785,B1023,Barrel Aged Moustache Ride Red,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,0
7481,A79,B79,Green Lakes Organic Ale,Deschutes Green Lakes Non-Organic Ale,0
7486,A794,B794,Trail Ridge Red,Estes Park Trail Ridge Red,1
7548,A848,B1023,Buffalo Soul Jah Imperial Red Ale,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,0
7551,A848,B11,Buffalo Soul Jah Imperial Red Ale,Lagunitas Imperial Red Ale,0
7559,A848,B1754,Buffalo Soul Jah Imperial Red Ale,Iron Horse Fresh Hop Imperial Red Ale,0
7592,A848,B666,Buffalo Soul Jah Imperial Red Ale,Pizza Port Rhino Chaser Imperial Red Ale,0
7626,A877,B877,Red Ale Priprioca,Amazon Beer Priprioca Red Ale,1
7697,A905,B1720,Ballistic Brewing Co. - Gorgon Red Ale,Red Horn Coffee House and Brewing Company Red Horn Drink Well Red Ale,0
7701,A905,B492,Ballistic Brewing Co. - Gorgon Red Ale,Ballistic Brewing Gorgon Red Ale,1
7737,A921,B1485,Big Horn Buttface Amber Ale,Big Texan Texas Red Amber Ale,0
7761,A940,B475,Creeper Trail Amber Ale,Black Diamond Steep Trail Amber Ale,0
7767,A943,B4042,Old Detroit Amber Ale,Maldita Old Continent American Amber Ale,0
7880,A994,B3050,JT Schmid's Emil's Amber Ale,JT Schmids Emils Amber Ale,0
7884,A999,B1403,Sanibel Red Island Ale,Baranof Island Redoubt Red Ale,0
7889,A999,B999,Sanibel Red Island Ale,Point Ybel Sanibel Red Island Ale,1
