_id,name,factory,style,abv
beer_advocate_0887,Roo's Red Ale,903 Brewers,American Amber / Red Ale,6.9
beer_advocate_0888,Namber Ale,Nano Brew Cleveland,American Amber / Red Ale,5.5
beer_advocate_0889,Amber Ella,Eight Degrees Brewing,American Amber / Red Ale,6.8
beer_advocate_0890,Ballistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.5
beer_advocate_0891,Thunder Canyon Deep Canyon Amber Ale,Thunder Canyon Brewery,American Amber / Red Ale,4.8
beer_advocate_0892,Habanero Smoked Ale,Alligator Brewing Company,American Amber / Red Ale,5.0
beer_advocate_0893,Raging Rhino Red,McKenzie Brewing Company,American Amber / Red Ale,5.4
beer_advocate_0894,Schoolhouse Honey Amber Ale,Latitude 42 Brewing Company,American Amber / Red Ale,5.0
beer_advocate_0895,Barrel Harbor Red Ale,Barrel Harbor Brewing,American Amber / Red Ale,5.2
beer_advocate_0896,Eve Amber Ale,Lonerider Brewing Company,American Amber / Red Ale,4.2
beer_advocate_0897,Raccoon Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.9
beer_advocate_0898,Julesnadder,NÃ¸gne _ - Det KompromisslÃ¸se Bryggeri A/S,American Amber / Red Ale,4.5
beer_advocate_0899,Cane Fire Red,Kauai Island Brewery & Grill,American Amber / Red Ale,6.3
beer_advocate_0900,Brutopian Valhalla,Brutopia Brewery,American Amber / Red Ale,5.5
beer_advocate_0901,Heavy Hitter,Yalobusha Brewing Company,American Amber / Red Ale,8.0
beer_advocate_0902,Elektron,The Actual Brewing Co.,American Amber / Red Ale,6.3
beer_advocate_0903,North Coast Red Ale,Seaside Brewing Company,American Amber / Red Ale,6.7
beer_advocate_0904,Buoy NW Red Ale,Buoy Beer Company,American Amber / Red Ale,6.7
beer_advocate_0905,Red Roadster,Silver Peak Restaurant & Brewery,American Amber / Red Ale,8.0
beer_advocate_0906,Big Horn Buttface Amber Ale,C.B. & Potts,American Amber / Red Ale,
beer_advocate_0907,American Bold Ale,Vindication Brewing Co.,American Amber / Red Ale,7.2
beer_advocate_0908,Stone Hammer Maple Red Ale,F&M Brewery,American Amber / Red Ale,5.0
beer_advocate_0909,Otto Amber,Empire Brewing Company,American Amber / Red Ale,
beer_advocate_0910,High West Barrel Aged Libertine,Fulton Beer,American Amber / Red Ale,8.5
beer_advocate_0911,Red Carpet Ale,SoCal Beer Company,American Amber / Red Ale,5.9
beer_advocate_0912,Standing Stone Amber Ale,Standing Stone Brewing Company,American Amber / Red Ale,6.0
beer_advocate_0913,Joker Amber,Northwest Brewing Company,American Amber / Red Ale,6.0
beer_advocate_0914,Red Drum,Cask & Larder,American Amber / Red Ale,5.4
beer_advocate_0915,Native Son,Lost Rhino Brewing Company,American Amber / Red Ale,6.7
beer_advocate_0916,Red Giant Ale,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,6.5
beer_advocate_0917,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.1
beer_advocate_0918,Fantapants,Feral Brewing Co.,American Amber / Red Ale,7.4
beer_advocate_0919,Wolf Rock,Sharp's Brewery,American Amber / Red Ale,4.8
beer_advocate_0920,Remington Red,Bricktown Brewery,American Amber / Red Ale,4.0
beer_advocate_0921,AmericAle,South County Brewing Co.,American Amber / Red Ale,6.3
beer_advocate_0922,Whistle Stop Amber,Johansson's Dining House,American Amber / Red Ale,5.3
beer_advocate_0923,Thoroughbred Red,Hops Grillhouse & Brewery,American Amber / Red Ale,5.1
beer_advocate_0924,5:02 Amber,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,5.82
beer_advocate_0925,Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.8
beer_advocate_0926,Agate Pass Amber,Hood Canal Brewing,American Amber / Red Ale,
beer_advocate_0927,Amber's Hot Friend,Skookum Brewery,American Amber / Red Ale,
beer_advocate_0928,Old Detroit Amber Ale,Frankenmuth Brewery,American Amber / Red Ale,5.6
beer_advocate_0929,2010 Reserve Amber Ale,Endeavour Beverages,American Amber / Red Ale,5.2
beer_advocate_0930,Table 42 Red,Hollister Brewing Co.,American Amber / Red Ale,5.4
beer_advocate_0931,4 Brothers Sibling Rivalry,Sand Creek Brewing Company,American Amber / Red Ale,4.7
beer_advocate_0932,Rise Of The Phoenix,Minneapolis Town Hall Brewery,American Amber / Red Ale,
beer_advocate_0933,Red Water,Crow Peak Brewing,American Amber / Red Ale,6.5
beer_advocate_0934,Penn's Curse Amber,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.1
beer_advocate_0935,Anniversary Ale 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,7.3
beer_advocate_0936,Mosh Pit,Acoustic Ales Brewing Experiment,American Amber / Red Ale,6.66
beer_advocate_0937,Crum,Stony Creek Brewery,American Amber / Red Ale,6.2
beer_advocate_0938,MÃ³ri,_lvisholt BrugghÃºs,American Amber / Red Ale,5.5
beer_advocate_0939,Fat Tire,New Belgium Brewing,American Amber / Red Ale,5.2
beer_advocate_0940,BdbBi(G)Bodyibu,Birra Del Borgo,American Amber / Red Ale,7.1
beer_advocate_0941,Ale Mohnaty Shmel,Moskovskaya Pivovarennaya Kompaniya,American Amber / Red Ale,5.0
beer_advocate_0942,Columbus Red,Minneapolis Town Hall Brewery,American Amber / Red Ale,5.5
beer_advocate_0943,Dogcatcher,CODA Brewing Co.,American Amber / Red Ale,5.5
beer_advocate_0944,Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Co.,American Amber / Red Ale,8.0
beer_advocate_0945,Blushing Beaver,Belching Beaver Brewery,American Amber / Red Ale,6.0
beer_advocate_0946,Crimson Bombshell,Indiana City Brewing Company,American Amber / Red Ale,8.9
beer_advocate_0947,Yard House Amber Ale,Firestone Walker Brewing Co.,American Amber / Red Ale,
beer_advocate_0948,Redside India Red Ale,GoodLife Brewing Company & Bier Hall,American Amber / Red Ale,6.0
beer_advocate_0949,Comet,Wicked Weed Brewing,American Amber / Red Ale,8.5
beer_advocate_0950,Tasting Room Series: Red IPA,Boulevard Brewing Co.,American Amber / Red Ale,5.8
beer_advocate_0951,Reggae Red,SLO Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_0952,Revolution,Heritage Brewing Co.,American Amber / Red Ale,5.6
beer_advocate_0953,Ragged Mountain Red Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,5.2
beer_advocate_0954,Grimousse,Le Grimoire,American Amber / Red Ale,5.0
beer_advocate_0955,Trainwreck Red,Crooked Fence Brewing,American Amber / Red Ale,6.0
beer_advocate_0956,Decoy Red,Wicked Weed Brewing,American Amber / Red Ale,6.0
beer_advocate_0957,Grizz,2 Brothers Brewery,American Amber / Red Ale,5.7
beer_advocate_0958,Hammerhead Red Ale,Brewsters Brewing Company & Restaurant - Oliver Square,American Amber / Red Ale,5.0
beer_advocate_0959,Grass Fed Red,Cigar City Brewing,American Amber / Red Ale,6.0
beer_advocate_0960,Super Jupiter Grapefruit ISA,Howe Sound Inn & Brewing Company,American Amber / Red Ale,4.5
beer_advocate_0961,Rio Chama Amber Ale,Chama River Brewing Company,American Amber / Red Ale,5.0
beer_advocate_0962,Boomer's Canadian Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,5.0
beer_advocate_0963,_gir Rallar Amber Ale,_gir Bryggeri,American Amber / Red Ale,4.7
beer_advocate_0964,India Red Delicious,Deschutes Brewery,American Amber / Red Ale,6.1
beer_advocate_0965,The Honeyed One,High Hops Brewery,American Amber / Red Ale,6.3
beer_advocate_0966,Red Reuben,Bison Brewing,American Amber / Red Ale,7.0
beer_advocate_0967,Boy's Red,BrickHouse Brewery,American Amber / Red Ale,5.5
beer_advocate_0968,Highwayman Thrice Hopped Red Ale,The Portland Hotel & James Squire Brewhouse,American Amber / Red Ale,
beer_advocate_0969,Red Riser IRA,McMenamins,American Amber / Red Ale,7.1
beer_advocate_0970,Monkey Head,Triple Rock Brewery & Alehouse,American Amber / Red Ale,8.0
beer_advocate_0971,Dells Chief Amber Ale,Wisconsin Dells Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_0972,Double Down Imperial Red,Wildcard Brewing,American Amber / Red Ale,
beer_advocate_0973,Rod Bender,3 Daughters Brewing,American Amber / Red Ale,5.9
beer_advocate_0974,Motorman Reserve,Red Car Brewery and Restaurant,American Amber / Red Ale,5.74
beer_advocate_0975,Rumspringa Red Caboose Ale,Rumspringa Brewing Company,American Amber / Red Ale,5.4
beer_advocate_0976,Farmhouse Red Ale,Hall Brewing Co.,American Amber / Red Ale,4.0
beer_advocate_0977,JT Schmid's Emil's Amber Ale,JT Schmid's Restaurant & Brewery,American Amber / Red Ale,5.2
beer_advocate_0978,Hospitali-Tea,The Unknown Brewing Co.,American Amber / Red Ale,5.6
beer_advocate_0979,Christmas Cranberry Ale,Blue & Gray Brewing Co.,American Amber / Red Ale,6.8
beer_advocate_0980,Milly's Tasha's Red Tail Ale,Milly's Tavern / Stark Brewing Company,American Amber / Red Ale,4.8
beer_advocate_0981,Hoppopotamus,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.9
beer_advocate_0982,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.6
beer_advocate_0983,Back Draft,Tall Tales Brewing,American Amber / Red Ale,5.5
beer_advocate_0984,Fly Fisher Red,Gore Range Brewery,American Amber / Red Ale,5.5
beer_advocate_0985,Nice And Naughty Christmas Ale,Naked Dove Brewing Company,American Amber / Red Ale,
beer_advocate_0986,Waves Of Grain,The LAB (Lexington Avenue Brewery),American Amber / Red Ale,5.5
beer_advocate_0987,Bushwacker,Prairie Fire Brewing Co.,American Amber / Red Ale,7.1
beer_advocate_0988,MacKenzie River Driftboat Amber,Blackfoot River Brewing Company,American Amber / Red Ale,5.5
beer_advocate_0989,Apparition Amber Ale,The Brewerie At Union Station,American Amber / Red Ale,
beer_advocate_0990,Red Circle Ale,Battlefield Brew Works,American Amber / Red Ale,5.2
beer_advocate_0991,Scratch Beer 176 - 2015 (Red Ale),TrÃ¶egs Brewing Company,American Amber / Red Ale,6.4
beer_advocate_0992,Rebel Red,Big Dog's Draft House,American Amber / Red Ale,5.6
beer_advocate_0993,Red Duck Amber Ale,Purrumbete Brewing Company (Red Duck),American Amber / Red Ale,4.8
beer_advocate_0994,Big Rig Rideau Red,Big Rig Brewery,American Amber / Red Ale,5.2
beer_advocate_0995,Quimera Amber Ale,Casa Cervecera Quinta Normal S.A.,American Amber / Red Ale,5.7
beer_advocate_0996,Aberrant Amber,People's Brewing Company,American Amber / Red Ale,5.5
beer_advocate_0997,Chinook Copper Ale,Northwest Brewing Company,American Amber / Red Ale,5.3
beer_advocate_0998,Rooibos Red Ale With Vanilla,Dangerous Man Brewing,American Amber / Red Ale,
beer_advocate_0999,Oso Bueno,11 Below Brewing,American Amber / Red Ale,5.3
beer_advocate_1000,Scratch Beer 200 - 2015 (Red Steam Common Ale),TrÃ¶egs Brewing Company,American Amber / Red Ale,6.5
beer_advocate_1001,Red Leader Rebel Red,Pizza Port Solana Beach,American Amber / Red Ale,
beer_advocate_1002,Weed Amber Ale,The Weed Company,American Amber / Red Ale,5.5
beer_advocate_1003,Assawoman Amber,Burley Oak Brewery,American Amber / Red Ale,6.9
beer_advocate_1004,Indian Red Head,Catawba Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_1005,1890 Founder's Ale,Grayton Beer Company,American Amber / Red Ale,6.1
beer_advocate_1006,The Libertine (Heaven Hill Barrel-Aged),Fulton Beer,American Amber / Red Ale,8.5
beer_advocate_1007,Mistress Jade's Hemp Ale,Sherwood Brewing Company,American Amber / Red Ale,6.0
beer_advocate_1008,Red Tape,Fort Myers Brewing Company,American Amber / Red Ale,5.2
beer_advocate_1009,Cinnamon Girl,Revolver Brewing,American Amber / Red Ale,6.75
beer_advocate_1010,Red Elephant,Laurelwood Public House & Brewery,American Amber / Red Ale,7.0
beer_advocate_1011,I Drink Therefore I Amber,Fairhope Brewing Company,American Amber / Red Ale,5.9
beer_advocate_1012,Battle Of Wil's,Revolution Brewing Company,American Amber / Red Ale,5.3
beer_advocate_1013,Firecat,Seventh Son Brewing Co.,American Amber / Red Ale,9.4
beer_advocate_1014,Back Street Rita Red Ale,Back Street Brewery,American Amber / Red Ale,
beer_advocate_1015,Chill Clinton,Exile Brewing Co.,American Amber / Red Ale,8.0
beer_advocate_1016,Hoosac Tunnel Pale Ale,Berkshire Brewing Company Inc.,American Amber / Red Ale,6.3
beer_advocate_1017,Big Cedar IRA,Backwoods Brewing Company,American Amber / Red Ale,6.5
beer_advocate_1018,Imperial Red Ryeot,La Cumbre Brewing Co.,American Amber / Red Ale,9.0
beer_advocate_1019,Durham Red Dragon,County Durham Brewing Company,American Amber / Red Ale,4.7
beer_advocate_1020,La Colborne,Microbrasserie Le Naufrageur,American Amber / Red Ale,5.0
beer_advocate_1021,Cheer Beer,Blue Mountain Brewery,American Amber / Red Ale,6.5
beer_advocate_1022,Olde Richmond Batch No. 9 Red Ale,Olde Richmond Beer Company,American Amber / Red Ale,
beer_advocate_1023,Red Rooster Ale,River City Brewing Company,American Amber / Red Ale,
beer_advocate_1024,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.0
beer_advocate_1025,Ant Hill Red Ale,Big Bear Mountain Brewery,American Amber / Red Ale,5.5
beer_advocate_1026,Scout Dog 44,Veterans United Craft Brewery,American Amber / Red Ale,5.4
beer_advocate_1027,Red Tao,Black Lotus Brewery,American Amber / Red Ale,5.5
beer_advocate_1028,Rusted Butte Red Ale,Out of Bounds Brewing Company,American Amber / Red Ale,5.8
beer_advocate_1029,Paddle Wheeler,Persimmon Hollow Brewing,American Amber / Red Ale,5.6
beer_advocate_1030,Sierra Amber Ale,Silver Peak Restaurant & Brewery,American Amber / Red Ale,4.5
beer_advocate_1031,Stowe Mountain Lodge Hourglass Ale,Rock Art Brewery,American Amber / Red Ale,6.0
beer_advocate_1032,Roll Cage Red,Motorworks Brewing,American Amber / Red Ale,6.5
beer_advocate_1033,Absolution Ale,Church Brew Works,American Amber / Red Ale,5.8
beer_advocate_1034,Argilla Amber,Argilla Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_1035,Top Sail,Belmont Brewing Company,American Amber / Red Ale,5.5
beer_advocate_1036,10 On The Richter Scale,Allentown Brew Works,American Amber / Red Ale,10.4
beer_advocate_1037,Victorville Red,Cannonball Creek Brewing Company,American Amber / Red Ale,
beer_advocate_1038,R.J. King Wingwalker Winter Brew,World Brews,American Amber / Red Ale,6.3
beer_advocate_1039,Side Car,Sierra Nevada Brewing Co.,American Amber / Red Ale,5.6
beer_advocate_1040,Plucky Rooster Ale,Plattsburgh Brewing Company,American Amber / Red Ale,5.0
beer_advocate_1041,292 Ale,Lawson's Finest Liquids,American Amber / Red Ale,5.5
beer_advocate_1042,Legends Of The Bay Giant's Tomb,Hockley Valley Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_1043,AmbrÃ©e D'Amour,Golden Lion Brewing Company / Pub & Brasserie le Lion D'Or,American Amber / Red Ale,4.8
beer_advocate_1044,Rojo Mojo Red Ale,The Port Gastropub / Sea Level Brewing Company,American Amber / Red Ale,5.2
beer_advocate_1045,Ride Your Bike Double Red Ale,Oakshire Brewing,American Amber / Red Ale,8.6
beer_advocate_1046,Pancake Junkie,Begyle Brewing Company,American Amber / Red Ale,7.2
beer_advocate_1047,Screening Room Red,Naked City Taphouse,American Amber / Red Ale,7.0
beer_advocate_1048,Ridgeback Red,Block 15 Brewery & Restaurant,American Amber / Red Ale,6.3
beer_advocate_1049,Mosaic IRA,Three Notch'd Brewing Company,American Amber / Red Ale,8.2
beer_advocate_1050,Boutefeu,Microbrasserie Du Lac-Saint-Jean,American Amber / Red Ale,5.1
beer_advocate_1051,Pretzel City Amber,Generations Brewing,American Amber / Red Ale,5.1
beer_advocate_1052,Kettle Valley Amber Ale,The Tin Whistle Brewing Company,American Amber / Red Ale,5.0
beer_advocate_1053,Wynwood Fox,Wynwood Brewing Company,American Amber / Red Ale,7.7
beer_advocate_1054,Feight,8th Wonder Brewery,American Amber / Red Ale,5.2
beer_advocate_1055,Rusted Rail Ale,Old Rail Brewing Company,American Amber / Red Ale,5.4
beer_advocate_1056,Anthracite Ale,Breaker Brewing Company,American Amber / Red Ale,5.5
beer_advocate_1057,Amber Falcon,Minneapolis Town Hall Brewery,American Amber / Red Ale,
beer_advocate_1058,Paradox Red Ale,Paradox Brewery,American Amber / Red Ale,5.0
beer_advocate_1059,Scarlet Fever,The Wild Beer Co.,American Amber / Red Ale,4.8
beer_advocate_1060,46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,
beer_advocate_1061,Voodoo Dog,Silver Moon Brewing,American Amber / Red Ale,5.5
beer_advocate_1062,Street Fight,Angry Hank's Microbrewery,American Amber / Red Ale,6.5
beer_advocate_1063,Pinchy,Marshall Wharf Brewing Company / Three Tides Restaurant,American Amber / Red Ale,3.0
beer_advocate_1064,Sixth Anniversary Imperial Red,Freetail Brewing Company,American Amber / Red Ale,6.6
beer_advocate_1065,Reyes Adobe Imperial Red,Ladyface Ale Companie,American Amber / Red Ale,9.8
beer_advocate_1066,Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,6.1
beer_advocate_1067,Prototype 9.29.15,Foundation Brewing Company,American Amber / Red Ale,6.3
beer_advocate_1068,CusqueÃ±a Red Lager,Compania Cervecera Del Sur Del Peru S.A. (Cervesur),American Amber / Red Ale,5.0
beer_advocate_1069,Ole 59er Amber Ale,Colorado Mountain Brewery,American Amber / Red Ale,5.2
beer_advocate_1070,Indian Red Ale,Valley Brewing Company,American Amber / Red Ale,6.5
beer_advocate_1071,Righteously Hopped Red IPA,Mother Earth Brew Co.,American Amber / Red Ale,6.0
beer_advocate_1072,Brewer's Boot Amber Ale,Bosque Brewing Co.,American Amber / Red Ale,5.8
beer_advocate_1073,Grizzly Bear Red Ale,Thirsty Bear Brewing Company,American Amber / Red Ale,
beer_advocate_1074,Bobcat Imperial Red,Middleton Brewing,American Amber / Red Ale,6.3
beer_advocate_1075,Red Necktar,City Star Brewing Company,American Amber / Red Ale,6.5
beer_advocate_1076,Muzzle Flash,Brass Cannon Brewing,American Amber / Red Ale,
beer_advocate_1077,Hook Island Red,The Five Points Brewing Company,American Amber / Red Ale,6.0
beer_advocate_1078,HATER,Pizza Port Solana Beach,American Amber / Red Ale,5.5
beer_advocate_1079,Red Tail,Beard & Brau,American Amber / Red Ale,5.1
beer_advocate_1080,Ocho Reales,Sierra Madre Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_1081,American Sky Amber Salute,American Sky Brewing Co.,American Amber / Red Ale,5.4
beer_advocate_1082,Arkansas Red Ale,Core Brewing & Distilling Co.,American Amber / Red Ale,5.2
beer_advocate_1083,Too Sticky To Roll,Burnside Brewing Co.,American Amber / Red Ale,6.2
beer_advocate_1084,Duff's Microbrew,CB Craft Brewers,American Amber / Red Ale,4.5
beer_advocate_1085,Angry Peaches,Garage Project,American Amber / Red Ale,6.8
beer_advocate_1086,Red Von Boorien,Elliott Bay Brewing Co.,American Amber / Red Ale,
beer_advocate_1087,Woodenhead Ale,River City Brewing Company,American Amber / Red Ale,6.7
beer_advocate_1088,No. 03 Amber Ale,Gella's Diner & Lb. Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_1089,Uncle Billy's Organic Amber,Uncle Billy's Brew & Que,American Amber / Red Ale,5.1
beer_advocate_1090,Birra Moretti Red Ale,Birra Moretti (Heineken),American Amber / Red Ale,
beer_advocate_1091,Sunset Red,Sarasota Brewing Company,American Amber / Red Ale,7.0
beer_advocate_1092,Rubbish Oat Amber Ale,LynLake Brewery,American Amber / Red Ale,
beer_advocate_1093,J. Paul's 1889 Amber Ale,Old Dominion Brewing Company,American Amber / Red Ale,4.7
beer_advocate_1094,Anacortes Red Ale,Anacortes Brewery & Rockfish Grill,American Amber / Red Ale,4.2
beer_advocate_1095,Rocket's Red Ale,Liberty Steakhouse Brewery,American Amber / Red Ale,6.0
beer_advocate_1096,Red Collar,Indiana City Brewing Company,American Amber / Red Ale,8.0
beer_advocate_1097,McSwagger's,Crooked Can Brewing Company,American Amber / Red Ale,6.0
beer_advocate_1098,Dragonmead Crooked Door Amber Ale,Dragonmead Microbrewery,American Amber / Red Ale,5.0
beer_advocate_1099,Reggie's French River Red,Lily's Seafood & B.C.,American Amber / Red Ale,5.8
beer_advocate_1100,Red Table,Monkish Brewing Co.,American Amber / Red Ale,5.6
beer_advocate_1101,Almog_ver Cervesa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.5
beer_advocate_1102,El Paisano,Barley Forge Brewing Co.,American Amber / Red Ale,5.7
beer_advocate_1103,Lonesome Boatman Ale,Outer Light Brewing Company,American Amber / Red Ale,5.2
beer_advocate_1104,Alpine Amber Ale,The Brewery At Lake Tahoe,American Amber / Red Ale,
beer_advocate_1105,Quills Karoo Red,Porcupine Quill Micro Brewery and Deli,American Amber / Red Ale,5.5
beer_advocate_1106,Cuvee Rouge (2015 Bottled Vintage),Marble Brewery,American Amber / Red Ale,7.4
beer_advocate_1107,Agave Amber Ale,Thump Keg Brewing Co.,American Amber / Red Ale,5.8
beer_advocate_1108,Red Planet,Draught House Pub & Brewery,American Amber / Red Ale,4.8
beer_advocate_1109,Columbus Kashmir,Columbus Brewing Company,American Amber / Red Ale,5.5
beer_advocate_1110,Reel Amber,Port Townsend Brewing Company,American Amber / Red Ale,5.2
beer_advocate_1111,Dansk Amber Ale,Solvang Brewing Company,American Amber / Red Ale,
beer_advocate_1112,BCA,Abandon Brewing Co.,American Amber / Red Ale,5.5
beer_advocate_1113,Alamosa Amber,San Luis Valley Brewing Company,American Amber / Red Ale,4.7
beer_advocate_1114,East Coast Amber Ale,War Horse Brewing Company,American Amber / Red Ale,5.3
beer_advocate_1115,Rusted Route Amber Ale,Roundabout Brewery,American Amber / Red Ale,5.1
beer_advocate_1116,Big Rye Wibby,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.5
beer_advocate_1117,Vigilante,4 Hands Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_1118,Iron Mike's Amber Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,
beer_advocate_1119,Fire Dragon,Hollister Brewing Co.,American Amber / Red Ale,7.4
beer_advocate_1120,House Dressing,Hamburg Brewing Company,American Amber / Red Ale,
beer_advocate_1121,Green Man The Blood Of My Enemies,Green Man Brewery,American Amber / Red Ale,7.0
beer_advocate_1122,Maple Ale,Lefty's Brewing Company,American Amber / Red Ale,5.0
beer_advocate_1123,Rat Beach Red Ale,Redondo Beach Brewing,American Amber / Red Ale,8.2
beer_advocate_1124,HÃ¤ffner Hopfenstopfer Dark Red Temptation,Hotel-Gasthof HÃ¤ffner BrÃ¤u,American Amber / Red Ale,5.0
beer_advocate_1125,Lake Missoula Amber,Kettle House Brewing Co.,American Amber / Red Ale,9.0
beer_advocate_1126,Two Redeyes Ales,Tampa Bay Brewing Co.,American Amber / Red Ale,5.5
beer_advocate_1127,Island Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,8.5
beer_advocate_1128,Hud-a-wa' Strong,Yeastie Boys,American Amber / Red Ale,5.0
beer_advocate_1129,Red Barn Amber Ale,Blue Tractor BBQ & Brewery,American Amber / Red Ale,6.8
beer_advocate_1130,Jananna Dance Red Headed Ale,Haymarket Pub & Brewery,American Amber / Red Ale,
beer_advocate_1131,Independence Rood,Independence Brewing Co.,American Amber / Red Ale,5.5
beer_advocate_1132,Equinox Extra XPA,Lawson's Finest Liquids,American Amber / Red Ale,
beer_advocate_1133,Woodcock Brothers Amber,Woodcock Brothers Brewing Company,American Amber / Red Ale,7.5
beer_advocate_1134,Little Red Corvette,Blind Tiger Brewery & Restaurant,American Amber / Red Ale,
beer_advocate_1135,The Former Tenant,Modus Operandi Brewing Co.,American Amber / Red Ale,
beer_advocate_1136,South Ridge Amber Ale,Crystal Springs Brewing Company,American Amber / Red Ale,
beer_advocate_1137,Glasstown Founders Ale,Glasstown Brewing Co.,American Amber / Red Ale,7.3
beer_advocate_1138,Apex Amber,Mountain Toad Brewing,American Amber / Red Ale,7.0
beer_advocate_1139,DaDo Bier Red Ale,Cervejaria DaDo Bier,American Amber / Red Ale,6.6
beer_advocate_1140,Simple Ale,Epic Ales,American Amber / Red Ale,
beer_advocate_1141,Tail Waggin' Amber Ale,Downtown Joe's American Bar And Grill,American Amber / Red Ale,6.0
beer_advocate_1142,Big Red Norm,Denizens Brewing Co.,American Amber / Red Ale,
beer_advocate_1143,Southern Delight,Coastal Empire Beer Co.,American Amber / Red Ale,7.6
beer_advocate_1144,Caldera Big Island Red Sea,Caldera Brewing Company,American Amber / Red Ale,5.2
beer_advocate_1145,Big & Tall #2,Blue Pants Brewery,American Amber / Red Ale,8.8
beer_advocate_1146,Two-Bit Amber,Roosters Brewing Company and Restaurant,American Amber / Red Ale,9.0
beer_advocate_1147,Sedation,Institution Ale Company,American Amber / Red Ale,4.0
beer_advocate_1148,Trout Town Rainbow Red Ale,Roscoe Beer Co.,American Amber / Red Ale,4.0
beer_advocate_1149,Get To The Choppa,The Beer'd Brewing Co.,American Amber / Red Ale,7.5
beer_advocate_1150,Snake Eye Canyon Red Ale,Great Baraboo Brewing Company,American Amber / Red Ale,9.1
beer_advocate_1151,European Street Cafe Lamp Post Ale,Bold City Brewery,American Amber / Red Ale,5.2
beer_advocate_1152,Red Galaxy,Aeronaut Brewing Company,American Amber / Red Ale,
beer_advocate_1153,Ring Side Red,Boxing Cat Brewery,American Amber / Red Ale,6.7
beer_advocate_1154,Jacked Up Red,Omaha Jack's Grillhouse & Brewery,American Amber / Red Ale,5.2
beer_advocate_1155,North Star Amber Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,8.0
beer_advocate_1156,Basil,Beaver Brewing Company,American Amber / Red Ale,5.0
beer_advocate_1157,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5.1
beer_advocate_1158,Velvet Amber,District ChopHouse & Brewery,American Amber / Red Ale,
beer_advocate_1159,Mint Julep,Wicked Weed Brewing,American Amber / Red Ale,5.4
beer_advocate_1160,Henry Hudson's Bale House Ale,Big Rock Brewery,American Amber / Red Ale,9.7
beer_advocate_1161,Angel's Perch Amber,Sockeye Grill & Brewery,American Amber / Red Ale,5.0
beer_advocate_1162,Give Em Hell,Double Barley Brewing,American Amber / Red Ale,4.5
beer_advocate_1163,Blazing Amber,Old Schoolhouse Brewery,American Amber / Red Ale,10.4
beer_advocate_1164,Journeymen,Al's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.8
beer_advocate_1165,Devil's Backbone,Kinnegar Brewing Company,American Amber / Red Ale,4.5
beer_advocate_1166,Belgian Amber,Starkey's Lookout,American Amber / Red Ale,4.9
beer_advocate_1167,Round Barn Red,Kingdom Brewing,American Amber / Red Ale,
beer_advocate_1168,Orion's Quest Red Ale,Kassik's Kenai Brew Stop,American Amber / Red Ale,6.8
beer_advocate_1169,Bill & Ted's Excellent Amber,Lynnwood Grill & Brewing Concern,American Amber / Red Ale,5.0
beer_advocate_1170,Lakewood Manimal,Lakewood Brewing Company,American Amber / Red Ale,6.5
beer_advocate_1171,Running Light Red,Fair Winds Brewing Company,American Amber / Red Ale,6.0
beer_advocate_1172,Manzanita Red,Prescott Brewing Company,American Amber / Red Ale,5.1
beer_advocate_1173,Ranch Dog Red,Tahoe Mountain Brewing Co.,American Amber / Red Ale,7.0
beer_advocate_1174,High Trail Honey Ale,Vancouver Island Brewery,American Amber / Red Ale,5.0
beer_advocate_1175,Red-Ioactive,Bottle Logic Brewing,American Amber / Red Ale,6.0
