l_id,r_id
beer_advocate_1045,rate_beer_0057
beer_advocate_3791,rate_beer_2140
beer_advocate_0470,rate_beer_2568
beer_advocate_0193,rate_beer_0829
beer_advocate_0563,rate_beer_1177
beer_advocate_0533,rate_beer_2636
beer_advocate_1643,rate_beer_0567
beer_advocate_2375,rate_beer_1148
beer_advocate_0578,rate_beer_2671
beer_advocate_3086,rate_beer_1148
beer_advocate_1487,rate_beer_1143
beer_advocate_0508,rate_beer_2612
beer_advocate_2606,rate_beer_1320
beer_advocate_1174,rate_beer_0173
beer_advocate_1974,rate_beer_0842
beer_advocate_0961,rate_beer_0096
beer_advocate_3561,rate_beer_1704
beer_advocate_4130,rate_beer_2382
beer_advocate_2920,rate_beer_1540
beer_advocate_2764,rate_beer_0361
beer_advocate_3308,rate_beer_0553
beer_advocate_0608,rate_beer_0046
beer_advocate_2311,rate_beer_0552
beer_advocate_0287,rate_beer_1532
beer_advocate_0830,rate_beer_2881
beer_advocate_2863,rate_beer_1488
beer_advocate_2204,rate_beer_1971
beer_advocate_1461,rate_beer_0414
beer_advocate_0587,rate_beer_2679
beer_advocate_2590,rate_beer_1310
beer_advocate_3256,rate_beer_1374
beer_advocate_1300,rate_beer_0279
beer_advocate_2513,rate_beer_1248
beer_advocate_2587,rate_beer_1308
beer_advocate_2479,rate_beer_1220
beer_advocate_3687,rate_beer_2066
beer_advocate_0020,rate_beer_0994
beer_advocate_0890,rate_beer_2580
beer_advocate_1753,rate_beer_0658
beer_advocate_0220,rate_beer_1038
beer_advocate_2073,rate_beer_0206
beer_advocate_2881,rate_beer_1506
beer_advocate_1528,rate_beer_0471
beer_advocate_2502,rate_beer_1239
beer_advocate_3385,rate_beer_1863
beer_advocate_3750,rate_beer_2114
beer_advocate_3232,rate_beer_1759
beer_advocate_0742,rate_beer_2802
beer_advocate_0240,rate_beer_1181
beer_advocate_3532,rate_beer_1960
beer_advocate_0887,rate_beer_2926
beer_advocate_2285,rate_beer_1083
beer_advocate_1740,rate_beer_0052
beer_advocate_2266,rate_beer_1069
beer_advocate_0270,rate_beer_1402
beer_advocate_4196,rate_beer_2260
beer_advocate_1449,rate_beer_0402
beer_advocate_3296,rate_beer_1761
beer_advocate_0304,rate_beer_1651
beer_advocate_2765,rate_beer_1424
beer_advocate_1628,rate_beer_0553
beer_advocate_2195,rate_beer_0769
beer_advocate_1504,rate_beer_0449
beer_advocate_0281,rate_beer_1784
beer_advocate_0078,rate_beer_2758
beer_advocate_1690,rate_beer_0606
beer_advocate_2852,rate_beer_1481
beer_advocate_1684,rate_beer_0599
beer_advocate_1573,rate_beer_0506
beer_advocate_0837,rate_beer_2886
beer_advocate_4115,rate_beer_2370
beer_advocate_0614,rate_beer_2697
beer_advocate_0641,rate_beer_1043
beer_advocate_0546,rate_beer_2646
beer_advocate_4082,rate_beer_2347
beer_advocate_1328,rate_beer_0297
beer_advocate_1740,rate_beer_0647
beer_advocate_0077,rate_beer_2841
beer_advocate_0026,rate_beer_0177
beer_advocate_4016,rate_beer_1536
beer_advocate_2042,rate_beer_0893
beer_advocate_4122,rate_beer_2376
beer_advocate_0347,rate_beer_1971
beer_advocate_0238,rate_beer_1168
beer_advocate_1612,rate_beer_0543
beer_advocate_0058,rate_beer_2313
beer_advocate_1582,rate_beer_0514
beer_advocate_0107,rate_beer_0091
beer_advocate_3792,rate_beer_2141
beer_advocate_2255,rate_beer_1059
beer_advocate_2800,rate_beer_1446
beer_advocate_1144,rate_beer_2686
beer_advocate_3894,rate_beer_0315
beer_advocate_1975,rate_beer_0843
beer_advocate_0899,rate_beer_2933
beer_advocate_1634,rate_beer_0558
beer_advocate_2724,rate_beer_2954
beer_advocate_1886,rate_beer_0770
beer_advocate_2152,rate_beer_0031
beer_advocate_3589,rate_beer_1998
beer_advocate_0939,rate_beer_2967
beer_advocate_3781,rate_beer_2134
beer_advocate_1859,rate_beer_0750
beer_advocate_1478,rate_beer_0429
beer_advocate_0664,rate_beer_2735
beer_advocate_0110,rate_beer_0113
beer_advocate_4205,rate_beer_2442
beer_advocate_3832,rate_beer_2169
beer_advocate_4020,rate_beer_2295
beer_advocate_1638,rate_beer_0562
beer_advocate_0101,rate_beer_0035
beer_advocate_2735,rate_beer_1403
beer_advocate_0284,rate_beer_1509
beer_advocate_0913,rate_beer_2944
beer_advocate_0317,rate_beer_1735
beer_advocate_0115,rate_beer_2364
beer_advocate_3677,rate_beer_2058
beer_advocate_1964,rate_beer_0836
beer_advocate_1320,rate_beer_0289
beer_advocate_4222,rate_beer_2384
beer_advocate_0582,rate_beer_2675
beer_advocate_1376,rate_beer_0340
beer_advocate_3551,rate_beer_1972
beer_advocate_2220,rate_beer_0026
beer_advocate_2538,rate_beer_1267
beer_advocate_0469,rate_beer_2567
beer_advocate_0153,rate_beer_0496
beer_advocate_3845,rate_beer_2176
beer_advocate_2256,rate_beer_1060
beer_advocate_3865,rate_beer_2191
beer_advocate_2049,rate_beer_0897
beer_advocate_3882,rate_beer_2198
beer_advocate_0247,rate_beer_1243
beer_advocate_1861,rate_beer_0752
beer_advocate_0870,rate_beer_2911
beer_advocate_0957,rate_beer_2979
beer_advocate_2310,rate_beer_1099
beer_advocate_0115,rate_beer_0159
beer_advocate_1405,rate_beer_0365
beer_advocate_2962,rate_beer_1571
beer_advocate_0279,rate_beer_1467
beer_advocate_3064,rate_beer_1641
beer_advocate_1138,rate_beer_0136
beer_advocate_3738,rate_beer_2106
beer_advocate_2806,rate_beer_1450
beer_advocate_0488,rate_beer_2584
beer_advocate_3406,rate_beer_1877
beer_advocate_3913,rate_beer_2222
beer_advocate_4121,rate_beer_2445
beer_advocate_3132,rate_beer_1684
beer_advocate_0272,rate_beer_1415
beer_advocate_2465,rate_beer_0544
beer_advocate_3211,rate_beer_1738
beer_advocate_0271,rate_beer_1410
beer_advocate_1150,rate_beer_0147
beer_advocate_2743,rate_beer_1408
beer_advocate_0666,rate_beer_2737
beer_advocate_1534,rate_beer_0476
beer_advocate_3678,rate_beer_2060
beer_advocate_2055,rate_beer_0901
beer_advocate_3996,rate_beer_2279
beer_advocate_0039,rate_beer_2394
beer_advocate_0131,rate_beer_1312
beer_advocate_0712,rate_beer_2777
beer_advocate_1679,rate_beer_0595
beer_advocate_3995,rate_beer_2278
beer_advocate_1456,rate_beer_0409
beer_advocate_3690,rate_beer_2068
beer_advocate_4230,rate_beer_2462
beer_advocate_0870,rate_beer_0096
beer_advocate_4098,rate_beer_2359
beer_advocate_2469,rate_beer_1212
beer_advocate_2117,rate_beer_0949
beer_advocate_2304,rate_beer_1095
beer_advocate_2797,rate_beer_1444
beer_advocate_3336,rate_beer_1826
beer_advocate_1423,rate_beer_0380
beer_advocate_4183,rate_beer_2430
beer_advocate_4016,rate_beer_2291
beer_advocate_2854,rate_beer_1483
beer_advocate_1740,rate_beer_2738
beer_advocate_0601,rate_beer_0386
beer_advocate_3516,rate_beer_1950
beer_advocate_2313,rate_beer_1102
beer_advocate_0008,rate_beer_0000
beer_advocate_1540,rate_beer_0481
beer_advocate_2025,rate_beer_0884
beer_advocate_0375,rate_beer_2133
beer_advocate_1609,rate_beer_0538
beer_advocate_2321,rate_beer_1109
beer_advocate_3078,rate_beer_1649
beer_advocate_0234,rate_beer_1143
beer_advocate_0228,rate_beer_1100
beer_advocate_0520,rate_beer_2623
beer_advocate_0063,rate_beer_2725
beer_advocate_0635,rate_beer_2713
beer_advocate_2596,rate_beer_1314
beer_advocate_2394,rate_beer_0475
beer_advocate_0776,rate_beer_2830
beer_advocate_2882,rate_beer_1507
beer_advocate_0675,rate_beer_2745
beer_advocate_0071,rate_beer_2792
beer_advocate_3975,rate_beer_1746
beer_advocate_0716,rate_beer_2779
beer_advocate_2850,rate_beer_2997
beer_advocate_1091,rate_beer_2911
beer_advocate_2410,rate_beer_1169
beer_advocate_2545,rate_beer_1273
beer_advocate_3935,rate_beer_1637
beer_advocate_4040,rate_beer_2312
beer_advocate_0230,rate_beer_1115
beer_advocate_0927,rate_beer_2958
beer_advocate_0988,rate_beer_0007
beer_advocate_2299,rate_beer_1091
beer_advocate_2007,rate_beer_0203
beer_advocate_4139,rate_beer_2389
beer_advocate_1930,rate_beer_0809
beer_advocate_0082,rate_beer_2885
beer_advocate_1584,rate_beer_0516
beer_advocate_0805,rate_beer_2857
beer_advocate_4049,rate_beer_2319
beer_advocate_3833,rate_beer_2170
beer_advocate_1447,rate_beer_0401
beer_advocate_0883,rate_beer_1000
beer_advocate_4065,rate_beer_0488
beer_advocate_4258,rate_beer_2481
beer_advocate_2268,rate_beer_1070
beer_advocate_1309,rate_beer_0284
beer_advocate_0198,rate_beer_0868
beer_advocate_0689,rate_beer_2759
beer_advocate_3992,rate_beer_2274
beer_advocate_1913,rate_beer_0792
beer_advocate_3950,rate_beer_2247
beer_advocate_2911,rate_beer_1531
beer_advocate_4051,rate_beer_2320
beer_advocate_1176,rate_beer_0175
beer_advocate_1051,rate_beer_0062
beer_advocate_3619,rate_beer_2018
beer_advocate_0722,rate_beer_1278
beer_advocate_2636,rate_beer_1335
beer_advocate_4060,rate_beer_2329
beer_advocate_2428,rate_beer_1182
beer_advocate_1545,rate_beer_0485
beer_advocate_2200,rate_beer_1016
beer_advocate_0049,rate_beer_2614
beer_advocate_1268,rate_beer_0250
beer_advocate_1891,rate_beer_0775
beer_advocate_0264,rate_beer_0318
beer_advocate_0797,rate_beer_2995
beer_advocate_1113,rate_beer_0115
beer_advocate_4158,rate_beer_2406
beer_advocate_1853,rate_beer_0745
beer_advocate_0619,rate_beer_2355
beer_advocate_1170,rate_beer_0168
beer_advocate_0275,rate_beer_1442
beer_advocate_1032,rate_beer_0045
beer_advocate_2562,rate_beer_1287
beer_advocate_1091,rate_beer_0096
beer_advocate_2213,rate_beer_1025
beer_advocate_4065,rate_beer_2683
beer_advocate_3105,rate_beer_1666
beer_advocate_0148,rate_beer_0454
beer_advocate_3315,rate_beer_1818
beer_advocate_1995,rate_beer_0862
beer_advocate_0609,rate_beer_2694
beer_advocate_2037,rate_beer_0891
beer_advocate_2622,rate_beer_1656
beer_advocate_2354,rate_beer_1132
beer_advocate_1428,rate_beer_0385
beer_advocate_0557,rate_beer_2655
beer_advocate_0834,rate_beer_2884
beer_advocate_3496,rate_beer_1938
beer_advocate_2736,rate_beer_1404
beer_advocate_0045,rate_beer_2569
beer_advocate_3902,rate_beer_2212
beer_advocate_2231,rate_beer_1039
beer_advocate_2718,rate_beer_1432
beer_advocate_3956,rate_beer_2251
beer_advocate_2508,rate_beer_1245
beer_advocate_2460,rate_beer_2927
beer_advocate_3037,rate_beer_1622
beer_advocate_1644,rate_beer_0568
beer_advocate_3763,rate_beer_2124
beer_advocate_2822,rate_beer_0206
beer_advocate_1058,rate_beer_0068
beer_advocate_3889,rate_beer_2202
beer_advocate_0149,rate_beer_0465
beer_advocate_0377,rate_beer_2147
beer_advocate_0772,rate_beer_2826
beer_advocate_4193,rate_beer_2437
beer_advocate_2867,rate_beer_1493
beer_advocate_0207,rate_beer_0929
beer_advocate_1352,rate_beer_0319
beer_advocate_2411,rate_beer_1423
beer_advocate_2111,rate_beer_0943
beer_advocate_0907,rate_beer_2941
beer_advocate_2496,rate_beer_2389
beer_advocate_1453,rate_beer_0407
beer_advocate_3503,rate_beer_1944
beer_advocate_2301,rate_beer_1094
beer_advocate_0548,rate_beer_0396
beer_advocate_3549,rate_beer_1972
beer_advocate_2054,rate_beer_0587
beer_advocate_0114,rate_beer_0149
beer_advocate_0410,rate_beer_0110
beer_advocate_4321,rate_beer_2522
beer_advocate_1351,rate_beer_0749
beer_advocate_0154,rate_beer_0504
beer_advocate_1980,rate_beer_0850
beer_advocate_0667,rate_beer_0647
beer_advocate_1172,rate_beer_0171
beer_advocate_2400,rate_beer_1164
beer_advocate_2557,rate_beer_1283
beer_advocate_1695,rate_beer_0611
beer_advocate_2869,rate_beer_1495
beer_advocate_1903,rate_beer_0784
beer_advocate_0445,rate_beer_2547
beer_advocate_2032,rate_beer_0887
beer_advocate_1993,rate_beer_0859
beer_advocate_1054,rate_beer_0065
beer_advocate_4144,rate_beer_2466
beer_advocate_0597,rate_beer_2835
beer_advocate_0432,rate_beer_0233
beer_advocate_1733,rate_beer_0770
beer_advocate_2967,rate_beer_0552
beer_advocate_3350,rate_beer_2072
beer_advocate_1386,rate_beer_0349
beer_advocate_1858,rate_beer_1363
beer_advocate_0543,rate_beer_2644
beer_advocate_3505,rate_beer_1946
beer_advocate_1111,rate_beer_0112
beer_advocate_0312,rate_beer_2797
beer_advocate_0287,rate_beer_2581
beer_advocate_1629,rate_beer_0554
beer_advocate_0381,rate_beer_2173
beer_advocate_3236,rate_beer_1761
beer_advocate_0503,rate_beer_2606
beer_advocate_0623,rate_beer_2705
beer_advocate_2641,rate_beer_1340
beer_advocate_0227,rate_beer_1093
beer_advocate_0725,rate_beer_2788
beer_advocate_2573,rate_beer_1298
beer_advocate_3079,rate_beer_1650
beer_advocate_1007,rate_beer_0023
beer_advocate_0634,rate_beer_2712
beer_advocate_2686,rate_beer_1370
beer_advocate_1731,rate_beer_2202
beer_advocate_1514,rate_beer_0458
beer_advocate_2682,rate_beer_1367
beer_advocate_1905,rate_beer_0785
beer_advocate_0638,rate_beer_2715
beer_advocate_4270,rate_beer_2462
beer_advocate_3629,rate_beer_2023
beer_advocate_2150,rate_beer_0976
beer_advocate_1653,rate_beer_0574
beer_advocate_0080,rate_beer_2867
beer_advocate_3242,rate_beer_1764
beer_advocate_2514,rate_beer_1249
beer_advocate_2307,rate_beer_1097
beer_advocate_0535,rate_beer_2638
beer_advocate_0665,rate_beer_2360
beer_advocate_3931,rate_beer_2234
beer_advocate_0067,rate_beer_2758
beer_advocate_1301,rate_beer_0280
beer_advocate_3298,rate_beer_1806
beer_advocate_4052,rate_beer_2321
beer_advocate_0433,rate_beer_2389
beer_advocate_4140,rate_beer_2390
beer_advocate_3362,rate_beer_0078
beer_advocate_0525,rate_beer_0731
beer_advocate_0457,rate_beer_2923
beer_advocate_4224,rate_beer_2369
beer_advocate_0574,rate_beer_2670
beer_advocate_1571,rate_beer_0505
beer_advocate_2970,rate_beer_1579
beer_advocate_3816,rate_beer_2159
beer_advocate_1880,rate_beer_0686
beer_advocate_3356,rate_beer_1839
beer_advocate_1678,rate_beer_0593
beer_advocate_4080,rate_beer_2345
beer_advocate_1260,rate_beer_0244
beer_advocate_1781,rate_beer_0765
beer_advocate_2163,rate_beer_0985
beer_advocate_1659,rate_beer_0579
beer_advocate_4114,rate_beer_2457
beer_advocate_0342,rate_beer_1909
beer_advocate_0696,rate_beer_1000
beer_advocate_3096,rate_beer_1660
beer_advocate_3083,rate_beer_1653
beer_advocate_2399,rate_beer_1163
beer_advocate_4016,rate_beer_2313
beer_advocate_0115,rate_beer_2465
beer_advocate_0353,rate_beer_1980
beer_advocate_2483,rate_beer_1224
beer_advocate_0838,rate_beer_1621
beer_advocate_3264,rate_beer_1780
beer_advocate_3699,rate_beer_2075
beer_advocate_1073,rate_beer_0081
beer_advocate_0283,rate_beer_1500
beer_advocate_1714,rate_beer_0625
beer_advocate_2566,rate_beer_1292
beer_advocate_1767,rate_beer_0672
beer_advocate_1230,rate_beer_0221
beer_advocate_0222,rate_beer_1055
beer_advocate_1809,rate_beer_0711
beer_advocate_0496,rate_beer_2600
beer_advocate_2496,rate_beer_0891
beer_advocate_3278,rate_beer_1792
beer_advocate_4075,rate_beer_0488
beer_advocate_3233,rate_beer_1760
beer_advocate_2565,rate_beer_1290
beer_advocate_2346,rate_beer_1125
beer_advocate_0558,rate_beer_2656
beer_advocate_1512,rate_beer_0456
beer_advocate_3655,rate_beer_2043
beer_advocate_1339,rate_beer_0306
beer_advocate_0038,rate_beer_2095
beer_advocate_2455,rate_beer_1201
beer_advocate_2452,rate_beer_1200
beer_advocate_1180,rate_beer_0178
beer_advocate_0553,rate_beer_2651
beer_advocate_0281,rate_beer_1482
beer_advocate_0693,rate_beer_2761
beer_advocate_1295,rate_beer_0276
beer_advocate_2826,rate_beer_1461
beer_advocate_3610,rate_beer_2013
beer_advocate_0238,rate_beer_0432
beer_advocate_2356,rate_beer_1134
beer_advocate_3367,rate_beer_1849
beer_advocate_4263,rate_beer_1500
beer_advocate_2009,rate_beer_1613
beer_advocate_3433,rate_beer_1897
beer_advocate_1201,rate_beer_0196
beer_advocate_3059,rate_beer_1637
beer_advocate_1649,rate_beer_1174
beer_advocate_0061,rate_beer_1460
beer_advocate_3886,rate_beer_2200
beer_advocate_0985,rate_beer_0004
beer_advocate_4069,rate_beer_2335
beer_advocate_3890,rate_beer_2203
beer_advocate_2809,rate_beer_1452
beer_advocate_1681,rate_beer_0597
beer_advocate_1238,rate_beer_0226
beer_advocate_1732,rate_beer_0640
beer_advocate_1858,rate_beer_0749
beer_advocate_0955,rate_beer_0354
beer_advocate_0484,rate_beer_2581
beer_advocate_0058,rate_beer_1536
beer_advocate_4172,rate_beer_2420
beer_advocate_1818,rate_beer_0719
beer_advocate_4212,rate_beer_2446
beer_advocate_2446,rate_beer_1194
beer_advocate_3210,rate_beer_1737
beer_advocate_3706,rate_beer_2081
beer_advocate_0373,rate_beer_2851
beer_advocate_2739,rate_beer_1406
beer_advocate_0091,rate_beer_2955
beer_advocate_0398,rate_beer_1805
beer_advocate_0900,rate_beer_2934
beer_advocate_2130,rate_beer_0958
beer_advocate_2910,rate_beer_1530
beer_advocate_0789,rate_beer_2843
beer_advocate_2768,rate_beer_1427
beer_advocate_0173,rate_beer_0663
beer_advocate_3593,rate_beer_2000
beer_advocate_3439,rate_beer_1899
beer_advocate_0061,rate_beer_2710
beer_advocate_2325,rate_beer_1113
beer_advocate_2471,rate_beer_1214
beer_advocate_0119,rate_beer_0208
beer_advocate_3760,rate_beer_2121
beer_advocate_4156,rate_beer_2404
beer_advocate_3947,rate_beer_2244
beer_advocate_2273,rate_beer_1074
beer_advocate_2006,rate_beer_0870
beer_advocate_2570,rate_beer_1295
beer_advocate_0274,rate_beer_1430
beer_advocate_0165,rate_beer_0046
beer_advocate_1370,rate_beer_0333
beer_advocate_2265,rate_beer_1068
beer_advocate_1466,rate_beer_0419
beer_advocate_3118,rate_beer_1673
beer_advocate_1129,rate_beer_1977
beer_advocate_1543,rate_beer_0484
beer_advocate_3608,rate_beer_2012
beer_advocate_2613,rate_beer_1322
beer_advocate_2576,rate_beer_1301
beer_advocate_3127,rate_beer_1680
beer_advocate_3949,rate_beer_2246
beer_advocate_4009,rate_beer_2288
beer_advocate_2801,rate_beer_1447
beer_advocate_0294,rate_beer_1586
beer_advocate_1355,rate_beer_0321
beer_advocate_3617,rate_beer_2017
beer_advocate_3871,rate_beer_1319
beer_advocate_0094,rate_beer_2976
beer_advocate_2687,rate_beer_1371
beer_advocate_0209,rate_beer_0946
beer_advocate_1120,rate_beer_0120
beer_advocate_4237,rate_beer_2393
beer_advocate_0735,rate_beer_2795
beer_advocate_4007,rate_beer_2286
beer_advocate_0585,rate_beer_2677
beer_advocate_0009,rate_beer_0090
beer_advocate_2896,rate_beer_1520
beer_advocate_0057,rate_beer_2339
beer_advocate_2450,rate_beer_1198
beer_advocate_2198,rate_beer_1014
beer_advocate_0552,rate_beer_2650
beer_advocate_3269,rate_beer_1785
beer_advocate_2746,rate_beer_1411
beer_advocate_0532,rate_beer_2635
beer_advocate_2662,rate_beer_0340
beer_advocate_2424,rate_beer_1179
beer_advocate_1399,rate_beer_0361
beer_advocate_1836,rate_beer_2645
beer_advocate_0750,rate_beer_2810
beer_advocate_1074,rate_beer_0082
beer_advocate_1435,rate_beer_0391
beer_advocate_0071,rate_beer_2180
beer_advocate_0126,rate_beer_0263
beer_advocate_3578,rate_beer_1990
beer_advocate_1541,rate_beer_0483
beer_advocate_4093,rate_beer_2355
beer_advocate_3954,rate_beer_2250
beer_advocate_3806,rate_beer_0994
beer_advocate_3291,rate_beer_0031
beer_advocate_0115,rate_beer_1586
beer_advocate_0306,rate_beer_1000
beer_advocate_1452,rate_beer_0406
beer_advocate_0018,rate_beer_0224
beer_advocate_0172,rate_beer_0653
beer_advocate_1225,rate_beer_0217
beer_advocate_1912,rate_beer_2761
beer_advocate_2053,rate_beer_0899
beer_advocate_0524,rate_beer_2626
beer_advocate_0115,rate_beer_1623
beer_advocate_1012,rate_beer_0028
beer_advocate_0306,rate_beer_1662
beer_advocate_0285,rate_beer_1519
beer_advocate_3957,rate_beer_2252
beer_advocate_1142,rate_beer_0141
beer_advocate_2589,rate_beer_0797
beer_advocate_3301,rate_beer_1808
beer_advocate_1351,rate_beer_1363
beer_advocate_1368,rate_beer_0331
beer_advocate_0544,rate_beer_2645
beer_advocate_1055,rate_beer_0066
beer_advocate_3936,rate_beer_2238
beer_advocate_4260,rate_beer_2483
beer_advocate_0885,rate_beer_2924
beer_advocate_3390,rate_beer_1867
beer_advocate_4032,rate_beer_2306
beer_advocate_0278,rate_beer_1460
beer_advocate_2926,rate_beer_1545
beer_advocate_1229,rate_beer_0220
beer_advocate_0824,rate_beer_2875
beer_advocate_2340,rate_beer_1121
beer_advocate_1517,rate_beer_0461
beer_advocate_0872,rate_beer_2913
beer_advocate_1770,rate_beer_0675
beer_advocate_2263,rate_beer_1066
beer_advocate_3207,rate_beer_1734
beer_advocate_3168,rate_beer_1706
beer_advocate_1199,rate_beer_0195
beer_advocate_0677,rate_beer_2746
beer_advocate_2260,rate_beer_1063
beer_advocate_2952,rate_beer_1565
beer_advocate_1646,rate_beer_1817
beer_advocate_3409,rate_beer_1879
beer_advocate_1772,rate_beer_0677
beer_advocate_1183,rate_beer_0183
beer_advocate_1490,rate_beer_0437
beer_advocate_3674,rate_beer_2058
beer_advocate_0935,rate_beer_0076
beer_advocate_1535,rate_beer_0477
beer_advocate_0398,rate_beer_2248
beer_advocate_0382,rate_beer_0411
beer_advocate_1144,rate_beer_1680
beer_advocate_0564,rate_beer_2661
beer_advocate_2361,rate_beer_0340
beer_advocate_4294,rate_beer_2500
beer_advocate_3650,rate_beer_2038
beer_advocate_1373,rate_beer_0337
beer_advocate_1611,rate_beer_0542
beer_advocate_2584,rate_beer_1305
beer_advocate_1834,rate_beer_0732
beer_advocate_3840,rate_beer_2172
beer_advocate_1242,rate_beer_0229
beer_advocate_1911,rate_beer_0791
beer_advocate_0472,rate_beer_2571
beer_advocate_0461,rate_beer_2561
beer_advocate_0238,rate_beer_2352
beer_advocate_2507,rate_beer_1244
beer_advocate_0097,rate_beer_0001
beer_advocate_1741,rate_beer_0648
beer_advocate_1632,rate_beer_0526
beer_advocate_1324,rate_beer_0293
beer_advocate_1961,rate_beer_0835
beer_advocate_3527,rate_beer_1921
beer_advocate_0214,rate_beer_0986
beer_advocate_3289,rate_beer_1595
beer_advocate_2445,rate_beer_1193
beer_advocate_2548,rate_beer_1277
beer_advocate_2345,rate_beer_1124
beer_advocate_3226,rate_beer_1752
beer_advocate_0586,rate_beer_2987
beer_advocate_0780,rate_beer_2834
beer_advocate_1076,rate_beer_0084
beer_advocate_3594,rate_beer_1000
beer_advocate_4146,rate_beer_2396
beer_advocate_1464,rate_beer_2085
beer_advocate_0697,rate_beer_2764
beer_advocate_3482,rate_beer_1928
beer_advocate_1345,rate_beer_0311
beer_advocate_3457,rate_beer_1913
beer_advocate_1416,rate_beer_0174
beer_advocate_4295,rate_beer_2502
beer_advocate_1246,rate_beer_0232
beer_advocate_0079,rate_beer_2858
beer_advocate_3820,rate_beer_2160
beer_advocate_3496,rate_beer_0096
beer_advocate_2675,rate_beer_1362
beer_advocate_0052,rate_beer_2641
beer_advocate_3507,rate_beer_1947
beer_advocate_2660,rate_beer_1350
beer_advocate_2551,rate_beer_1279
beer_advocate_0386,rate_beer_2204
beer_advocate_0291,rate_beer_1566
beer_advocate_3122,rate_beer_1676
beer_advocate_3391,rate_beer_1868
beer_advocate_0628,rate_beer_2453
beer_advocate_2184,rate_beer_1003
beer_advocate_0415,rate_beer_2422
beer_advocate_2157,rate_beer_0336
beer_advocate_0619,rate_beer_2702
beer_advocate_0144,rate_beer_0424
beer_advocate_3513,rate_beer_1949
beer_advocate_2211,rate_beer_1024
beer_advocate_1144,rate_beer_2984
beer_advocate_0996,rate_beer_0015
beer_advocate_0561,rate_beer_2659
beer_advocate_1892,rate_beer_0776
beer_advocate_3270,rate_beer_1786
beer_advocate_1071,rate_beer_0079
beer_advocate_0696,rate_beer_2001
beer_advocate_4177,rate_beer_2425
beer_advocate_1026,rate_beer_0039
beer_advocate_2426,rate_beer_1180
beer_advocate_0829,rate_beer_2748
beer_advocate_3649,rate_beer_2037
beer_advocate_2708,rate_beer_1386
beer_advocate_0517,rate_beer_2620
beer_advocate_0930,rate_beer_2961
beer_advocate_3622,rate_beer_2020
beer_advocate_3265,rate_beer_1781
beer_advocate_0672,rate_beer_2743
beer_advocate_2890,rate_beer_1516
beer_advocate_1014,rate_beer_0031
beer_advocate_1880,rate_beer_0765
beer_advocate_2158,rate_beer_0981
beer_advocate_4139,rate_beer_0891
beer_advocate_0068,rate_beer_2766
beer_advocate_0879,rate_beer_2919
beer_advocate_1870,rate_beer_0759
beer_advocate_4225,rate_beer_2459
beer_advocate_1691,rate_beer_0607
beer_advocate_2848,rate_beer_1478
beer_advocate_3804,rate_beer_2150
beer_advocate_2447,rate_beer_1195
beer_advocate_1723,rate_beer_0632
beer_advocate_0737,rate_beer_2797
beer_advocate_1413,rate_beer_0370
beer_advocate_1319,rate_beer_0288
beer_advocate_0238,rate_beer_0253
beer_advocate_1356,rate_beer_0322
beer_advocate_4034,rate_beer_2308
beer_advocate_2778,rate_beer_1433
beer_advocate_3751,rate_beer_2116
beer_advocate_2204,rate_beer_1020
beer_advocate_1117,rate_beer_0118
beer_advocate_1983,rate_beer_0852
beer_advocate_0029,rate_beer_1638
beer_advocate_0690,rate_beer_1803
beer_advocate_2249,rate_beer_1053
beer_advocate_4048,rate_beer_1411
beer_advocate_2969,rate_beer_1578
beer_advocate_3353,rate_beer_1836
beer_advocate_1615,rate_beer_0546
beer_advocate_0723,rate_beer_2786
beer_advocate_0528,rate_beer_2630
beer_advocate_1860,rate_beer_0751
beer_advocate_2139,rate_beer_0967
beer_advocate_1484,rate_beer_0434
beer_advocate_0974,rate_beer_2992
beer_advocate_1896,rate_beer_0780
beer_advocate_0197,rate_beer_0861
beer_advocate_1673,rate_beer_0591
beer_advocate_2865,rate_beer_1491
beer_advocate_0796,rate_beer_2849
beer_advocate_0736,rate_beer_2796
beer_advocate_3302,rate_beer_1809
beer_advocate_0368,rate_beer_2085
beer_advocate_1920,rate_beer_0799
beer_advocate_4218,rate_beer_2452
beer_advocate_3203,rate_beer_1731
beer_advocate_1660,rate_beer_0581
beer_advocate_3522,rate_beer_1954
beer_advocate_1780,rate_beer_0685
beer_advocate_0959,rate_beer_2980
beer_advocate_3504,rate_beer_1945
beer_advocate_0920,rate_beer_2952
beer_advocate_4148,rate_beer_2397
beer_advocate_2239,rate_beer_1045
beer_advocate_3707,rate_beer_2082
beer_advocate_0312,rate_beer_2868
beer_advocate_3977,rate_beer_2264
beer_advocate_3797,rate_beer_2144
beer_advocate_3934,rate_beer_2237
beer_advocate_1510,rate_beer_0453
beer_advocate_1614,rate_beer_0545
beer_advocate_3137,rate_beer_1685
beer_advocate_1569,rate_beer_0502
beer_advocate_0125,rate_beer_0253
beer_advocate_1701,rate_beer_0616
beer_advocate_0663,rate_beer_1714
beer_advocate_2718,rate_beer_1390
beer_advocate_4093,rate_beer_2702
beer_advocate_0845,rate_beer_2893
beer_advocate_0936,rate_beer_0544
beer_advocate_1031,rate_beer_0044
beer_advocate_4089,rate_beer_2352
beer_advocate_0058,rate_beer_1952
beer_advocate_0737,rate_beer_1703
beer_advocate_1536,rate_beer_0478
beer_advocate_2522,rate_beer_1253
