_id,name,color,fuel,year,km,city,owner,price
bikedekho_0817,Royal Enfield Bullet 350 Twinspark,black,Petrol,1982,20000,Bangalore,SecondOwner,99999
bikedekho_0818,Royal Enfield Bullet Electra Twinspark,black,Petrol,1987,5000,Bangalore,ThirdOwner,120000
bikedekho_0819,Royal Enfield Thunderbird 350,black,Petrol,2013,17000,Bangalore,FirstOwner,100000
bikedekho_0820,Royal Enfield Classic 350,maroon,Petrol,1985,38000,Bangalore,SecondOwner,110000
bikedekho_0821,Royal Enfield Classic 350,black,Petrol,2015,7500,Bangalore,FirstOwner,120000
bikedekho_0822,TVS Apache RTR 180,grey,Petrol,2012,32000,Bangalore,FirstOwner,46000
bikedekho_0823,TVS Apache RTR 180,grey,Petrol,2009,30900,Bangalore,SecondOwner,24000
bikedekho_0824,Royal Enfield Classic 350,black,Petrol,2012,23000,Bangalore,SecondOwner,130000
bikedekho_0825,TVS Apache RTR 160,black,Petrol,2012,27300,Bangalore,FirstOwner,48500
bikedekho_0826,TVS Apache RTR 160,grey,Petrol,2013,36500,Bangalore,FirstOwner,57999
bikedekho_0827,KTM Duke 200,black,Petrol,2014,10000,Bangalore,FirstOwner,120000
bikedekho_0828,TVS Apache 2007-2011 RTR 180,white,Petrol,2011,64000,Bangalore,SecondOwner,47999
bikedekho_0829,Yamaha RX 100 STD,black,Petrol,1986,75000,Bangalore,SecondOwner,36000
bikedekho_0830,Yamaha SZ RR Version 2.0,black,Petrol,2015,3000,Bangalore,FirstOwner,70000
bikedekho_0831,Yamaha YZF R15 Version 2.0,red,Petrol,2013,80000,Bangalore,FirstOwner,100000
bikedekho_0832,Yamaha Gladiator Rs,black,Petrol,2009,36000,Bangalore,FirstOwner,28000
bikedekho_0833,Yamaha YZF R15 Version 2.0,red,Petrol,2012,9800,Bangalore,SecondOwner,79999
bikedekho_0834,Hero Honda Passion Plus,black,Petrol,2008,60000,Bangalore,SecondOwner,21999
bikedekho_0835,Bajaj CT 100 Spoke,black,Petrol,2006,8000,Mumbai,FirstOwner,21999
bikedekho_0836,Bajaj Xcd Exceed 125cc Dtssi,blue,Petrol,2007,10000,Mumbai,SecondOwner,14000
bikedekho_0837,Bajaj Pulsar 150cc Dtsi,blue,Petrol,2006,79000,Mumbai,FirstOwner,21000
bikedekho_0838,Bajaj Pulsar 150cc Dtsi,black,Petrol,2007,18000,Mumbai,FirstOwner,19999
bikedekho_0839,Bajaj Discover 100,black,Petrol,2012,20000,Mumbai,FirstOwner,34999
bikedekho_0840,Bajaj Pulsar 200 SS,black,Petrol,2007,29000,Mumbai,FirstOwner,27000
bikedekho_0841,Bajaj CT 100 Spoke,blue,Petrol,2006,1500,Mumbai,SecondOwner,13999
bikedekho_0842,Bajaj Pulsar 135,black,Petrol,2011,32000,Mumbai,SecondOwner,29500
bikedekho_0843,Bajaj Pulsar 135,black,Petrol,2012,20000,Mumbai,FirstOwner,39999
bikedekho_0844,Bajaj CT 100 Spoke,red,Petrol,2005,14000,Mumbai,SecondOwner,15000
bikedekho_0845,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,27000,Mumbai,SecondOwner,20999
bikedekho_0846,Bajaj Avenger 220,grey,Petrol,2005,45000,Mumbai,FirstOwner,24999
bikedekho_0847,Hero Honda Cbz Xtreme Self Start,grey,Petrol,2012,17000,Mumbai,FirstOwner,54999
bikedekho_0848,Bajaj Pulsar 220F Dtsi,black,Petrol,2011,47000,Mumbai,FirstOwner,39999
bikedekho_0849,Bajaj Pulsar 200 NS,black,Petrol,2014,16610,Mumbai,FirstOwner,100000
bikedekho_0850,Hero Motocorp Impulse 150,green,Petrol,2012,13000,Mumbai,FirstOwner,79999
bikedekho_0851,Hero Motocorp Karizma ZMR 223,white,Petrol,2011,13000,Mumbai,FirstOwner,54999
bikedekho_0852,Hero Honda Hunk,silver,Petrol,2008,40000,Mumbai,SecondOwner,29000
bikedekho_0853,Hero Honda Cbz Xtreme Self Start,black,Petrol,2011,31260,Mumbai,FirstOwner,39999
bikedekho_0854,Hero Honda Karizma R,black,Petrol,2006,40000,Mumbai,FirstOwner,34000
bikedekho_0855,Hero Honda Cd Deluxe,red,Petrol,2007,50000,Mumbai,FirstOwner,24000
bikedekho_0856,Hero Honda CBZ Disc,black,Petrol,2002,14000,Mumbai,FirstOwner,15499
bikedekho_0857,Honda Unicorn Alloy,red,Petrol,2005,50000,Mumbai,SecondOwner,24000
bikedekho_0858,Honda CB Twister Self Drum Alloy,yellow,Petrol,2011,30000,Mumbai,FirstOwner,29500
bikedekho_0859,Honda Unicorn Alloy,grey,Petrol,2006,35000,Mumbai,FirstOwner,34999
bikedekho_0860,Honda Shine Self Drum Alloy,black,Petrol,2008,50000,Mumbai,FirstOwner,23999
bikedekho_0861,Honda Shine Self Drum Alloy,black,Petrol,2008,45000,Mumbai,SecondOwner,25000
bikedekho_0862,Honda Unicorn Alloy,black,Petrol,2011,50000,Mumbai,FirstOwner,45000
bikedekho_0863,Honda Unicorn Alloy,black,Petrol,2012,51000,Mumbai,FirstOwner,36000
bikedekho_0864,Royal Enfield Continental Gt 535,red,Petrol,2014,8200,Mumbai,FirstOwner,160000
bikedekho_0865,Honda Unicorn Alloy,black,Petrol,2011,40000,Mumbai,SecondOwner,47999
bikedekho_0866,Yamaha FZS FI Version 2.0,white,Petrol,2014,20000,Mumbai,FirstOwner,54999
bikedekho_0867,Bajaj Discover 150 S Disc,black,Petrol,2003,35000,Mumbai,FirstOwner,19500
bikedekho_0868,KTM RC 390,white,Petrol,2015,5500,Mumbai,FirstOwner,200000
bikedekho_0869,Yamaha YZF R15,red,Petrol,2009,23000,Mumbai,FirstOwner,65000
bikedekho_0870,Bajaj Pulsar 180cc Dtsi,silver,Petrol,2005,30000,Mumbai,FirstOwner,24000
bikedekho_0871,Bajaj Pulsar 180cc Dtsi,red,Petrol,2011,60000,Mumbai,FirstOwner,34999
bikedekho_0872,Bajaj Pulsar 220F Dtsi,black,Petrol,2009,30000,Mumbai,FourthOwner,24999
bikedekho_0873,Bajaj Platina 100 Alloy Wheel KS,black,Petrol,2009,50000,Mumbai,FirstOwner,16000
bikedekho_0874,TVS Apache RTR 160,black,Petrol,2007,50000,Mumbai,FirstOwner,24999
bikedekho_0875,Honda Stunner CBF Self Disc Alloy,yellow,Petrol,2010,12000,Mumbai,SecondOwner,26000
bikedekho_0876,Honda Shine CBS,black,Petrol,2012,11000,Mumbai,FirstOwner,39500
bikedekho_0877,Bajaj Xcd Exceed 125cc Dtssi,red,Petrol,2008,34000,Delhi,FirstOwner,21999
bikedekho_0878,Bajaj Discover 150 S Disc,black,Petrol,2011,48000,Delhi,FirstOwner,25000
bikedekho_0879,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,13000,Delhi,FirstOwner,29999
bikedekho_0880,Bajaj Discover 100,black,Petrol,2006,30000,Delhi,FirstOwner,14999
bikedekho_0881,Bajaj Pulsar 135,black,Petrol,2010,21000,Delhi,FirstOwner,27000
bikedekho_0882,Bajaj Pulsar 220F Dtsi,black,Petrol,2013,14900,Delhi,FirstOwner,74999
bikedekho_0883,Bajaj Pulsar 150cc Dtsi,red,Petrol,2009,57000,Delhi,SecondOwner,23000
bikedekho_0884,Bajaj Pulsar 180cc Dtsi,silver,Petrol,2008,28000,Delhi,SecondOwner,29000
bikedekho_0885,Bajaj Pulsar 150cc Dtsi,black,Petrol,2015,1500,Delhi,FirstOwner,84999
bikedekho_0886,Bajaj Pulsar 220F Dtsi,black,Petrol,2010,25000,Delhi,FirstOwner,40000
bikedekho_0887,Bajaj Pulsar 150cc Dtsi,black,Petrol,2008,12000,Delhi,FirstOwner,32000
bikedekho_0888,Bajaj Pulsar 220F Dtsi,black,Petrol,2011,15000,Delhi,FirstOwner,40000
bikedekho_0889,Hero Honda Passion Pro,black,Petrol,2009,30000,Delhi,FirstOwner,21999
bikedekho_0890,Bajaj Pulsar 150cc Dtsi,black,Petrol,2008,13185,Delhi,FirstOwner,19900
bikedekho_0891,Hero Honda Karizma R,black,Petrol,2010,34000,Delhi,FirstOwner,34000
bikedekho_0892,Hero Honda Splendor Pro,blue,Petrol,2007,80000,Delhi,FirstOwner,19999
bikedekho_0893,Hero Honda Passion Plus,blue,Petrol,2004,52000,Delhi,FirstOwner,16999
bikedekho_0894,Hero Honda Hunk,red,Petrol,2008,24000,Delhi,FirstOwner,20000
bikedekho_0895,Hero Honda Karizma R,white,Petrol,2014,3500,Delhi,FirstOwner,73999
bikedekho_0896,Honda CB Twister Self Drum Alloy,black,Petrol,2013,9500,Delhi,FirstOwner,39999
bikedekho_0897,Honda CBF Stunner Pgm Fi,black,Petrol,2013,18000,Delhi,FirstOwner,35000
bikedekho_0898,Honda CBR 250R Standard,silver,Petrol,2011,9300,Delhi,FirstOwner,100000
bikedekho_0899,Suzuki Gixxer SF Standard,blue,Petrol,2015,800,Delhi,FirstOwner,90000
bikedekho_0900,Royal Enfield Bullet 350 Twinspark,black,Petrol,2003,30000,Delhi,FirstOwner,84999
bikedekho_0901,Royal Enfield Bullet 350 Twinspark,silver,Petrol,2006,42755,Delhi,FirstOwner,72999
bikedekho_0902,Royal Enfield Bullet 350,silver,Petrol,1998,50000,Delhi,FourthOwner,74000
bikedekho_0903,Royal Enfield Bullet Electra Twinspark,red,Petrol,2002,10000,Delhi,FourthOwner,65000
bikedekho_0904,Royal Enfield Bullet Electra Twinspark,silver,Petrol,2007,20000,Delhi,SecondOwner,63000
bikedekho_0905,Royal Enfield Classic 350,black,Petrol,1986,90000,Delhi,FirstOwner,44999
bikedekho_0906,Royal Enfield Bullet 350,black,Petrol,2001,1900,Delhi,SecondOwner,74500
bikedekho_0907,Royal Enfield Bullet 350 Twinspark,black,Petrol,1999,25000,Delhi,SecondOwner,89999
bikedekho_0908,Royal Enfield Bullet Electra Twinspark,silver,Petrol,2007,22000,Delhi,FirstOwner,74000
bikedekho_0909,Royal Enfield Classic 500,red,Petrol,2010,17000,Delhi,FirstOwner,89999
bikedekho_0910,Royal Enfield Bullet 350 Twinspark,black,Petrol,1992,60000,Delhi,FirstOwner,64999
bikedekho_0911,TVS Apache RTR 160,white,Petrol,2015,2600,Delhi,FirstOwner,70000
bikedekho_0912,TVS Apache RTR 160,grey,Petrol,2010,61000,Delhi,FirstOwner,31999
bikedekho_0913,TVS Apache RTR 180,white,Petrol,2012,18000,Delhi,FirstOwner,44500
bikedekho_0914,TVS Apache RTR 160,black,Petrol,2010,36000,Delhi,FirstOwner,34000
bikedekho_0915,Mahindra Centuro NXT,black,Petrol,2015,1200,Delhi,FirstOwner,49000
bikedekho_0916,Hero Motocorp Karizma ZMR 223,black,Petrol,2012,21000,Delhi,SecondOwner,44999
bikedekho_0917,LML Freedom LS,silver,Electric,2004,36000,Delhi,FirstOwner,16000
bikedekho_0918,TVS Star City Alloy,black,Petrol,2006,80000,Delhi,SecondOwner,12000
bikedekho_0919,Yamaha FZ S,black,Petrol,2012,30000,Delhi,FirstOwner,47000
bikedekho_0920,TVS Apache RTR 180,white,Petrol,2013,30000,Delhi,FirstOwner,59999
bikedekho_0921,Yamaha YZF R15 Version 2.0,blue,Petrol,2008,39000,Delhi,SecondOwner,39999
bikedekho_0922,Yamaha RD 350,red,Petrol,1985,50000,Delhi,SecondOwner,270000
bikedekho_0923,Yamaha FZ16,black,Petrol,2010,35000,Delhi,SecondOwner,34500
bikedekho_0924,Yamaha FZ16,red,Petrol,2010,28000,Delhi,FirstOwner,33000
bikedekho_0925,Yamaha YZF R15 Version 2.0,red,Petrol,2011,7000,Delhi,SecondOwner,74000
bikedekho_0926,Yamaha FZS FI Version 2.0,red,Petrol,2011,30000,Delhi,SecondOwner,36999
bikedekho_0927,Yamaha Fazer Sport,red,Petrol,2012,21000,Delhi,FirstOwner,59999
bikedekho_0928,Yamaha YZF R15,blue,Petrol,2011,20000,Delhi,FirstOwner,59999
bikedekho_0929,Hero Honda Passion Plus,black,Petrol,2007,52000,Bangalore,FirstOwner,23000
bikedekho_0930,Bajaj Pulsar 150cc Dtsi,red,Petrol,2007,100000,Bangalore,ThirdOwner,29000
bikedekho_0931,Bajaj Pulsar 150cc Dtsi,black,Petrol,2011,30000,Bangalore,FirstOwner,49999
bikedekho_0932,Bajaj CT 100 Spoke,black,Petrol,2004,53000,Bangalore,FirstOwner,18000
bikedekho_0933,Bajaj Pulsar 150cc Dtsi,black,Petrol,2007,40000,Bangalore,SecondOwner,31999
bikedekho_0934,Bajaj Pulsar 150cc Dtsi,black,Petrol,2013,22500,Bangalore,FirstOwner,46999
bikedekho_0935,Bajaj Avenger Dtsi,black,Petrol,2009,27000,Bangalore,SecondOwner,44999
bikedekho_0936,Bajaj Pulsar 150cc Dtsi,silver,Petrol,2011,23000,Bangalore,SecondOwner,43000
bikedekho_0937,Bajaj Pulsar 150cc Dtsi,white,Petrol,2010,18000,Bangalore,FirstOwner,31999
bikedekho_0938,Hero Honda Karizma R,yellow,Petrol,2006,24000,Bangalore,FirstOwner,43000
bikedekho_0939,Hero Honda Glamour,green,Petrol,2005,52000,Bangalore,FirstOwner,14999
bikedekho_0940,Bajaj Discover 125 M Drum,black,Petrol,2006,65000,Bangalore,FirstOwner,21999
bikedekho_0941,Bajaj Pulsar 220F Dtsi,black,Petrol,2013,29000,Bangalore,FirstOwner,69000
bikedekho_0942,Hero Honda Splendor Plus,black,Petrol,2013,18000,Bangalore,FirstOwner,39000
bikedekho_0943,Hero Honda Cbz Xtreme Self Start,black,Petrol,2007,10150,Bangalore,FirstOwner,54999
bikedekho_0944,Hero Honda Karizma Zmr Pgm Fi,black,Petrol,2007,52000,Bangalore,SecondOwner,39999
bikedekho_0945,Hero Honda Passion Plus,black,Petrol,2007,32000,Bangalore,ThirdOwner,24999
bikedekho_0946,Honda CB Dazzler Sports,silver,Petrol,2010,30000,Bangalore,FirstOwner,41500
bikedekho_0947,Honda CB Twister Self Disc Alloy,Golden,Petrol,2011,25000,Bangalore,FirstOwner,39999
bikedekho_0948,Honda CBR 250R Standard,silver,Petrol,2011,25000,Bangalore,SecondOwner,88999
bikedekho_0949,Honda Unicorn Alloy,black,Petrol,2011,58000,Bangalore,SecondOwner,55000
bikedekho_0950,Honda Unicorn Alloy,black,Petrol,2010,34000,Bangalore,SecondOwner,47000
bikedekho_0951,Hero Honda Glamour,red,Petrol,2009,36000,Bangalore,SecondOwner,30000
bikedekho_0952,Hero Honda Passion Plus,blue,Petrol,2002,62000,Bangalore,FirstOwner,18000
bikedekho_0953,Royal Enfield Thunderbird 350,black,Petrol,2009,19000,Bangalore,FirstOwner,83000
bikedekho_0954,Suzuki Heat Spoke,red,Petrol,2006,44000,Bangalore,ThirdOwner,13999
bikedekho_0955,TVS Star City Alloy,Purple,Petrol,2006,55000,Bangalore,SecondOwner,19999
bikedekho_0956,Royal Enfield Thunderbird 350,black,Petrol,2008,16700,Bangalore,FirstOwner,94999
bikedekho_0957,TVS Victor 110,silver,Petrol,2004,74000,Bangalore,SecondOwner,21500
bikedekho_0958,Mahindra Centuro NXT,red,Petrol,2013,3000,Bangalore,FirstOwner,43000
bikedekho_0959,Yamaha YZF R15,blue,Petrol,2009,56000,Bangalore,FirstOwner,78000
bikedekho_0960,TVS Apache RTR 180,white,Petrol,2012,28000,Bangalore,SecondOwner,48999
bikedekho_0961,Yamaha FZ FI Version 2.0,black,Petrol,2015,4000,Bangalore,FirstOwner,80000
bikedekho_0962,Yamaha YZF R15 Version 2.0,black,Petrol,2010,21000,Bangalore,FirstOwner,65000
bikedekho_0963,Yamaha FZ16,red,Petrol,2010,41000,Bangalore,FirstOwner,47000
bikedekho_0964,Bajaj Pulsar 200 NS,black,Petrol,2014,4000,Mumbai,FirstOwner,73000
bikedekho_0965,Bajaj Avenger 220,red,Petrol,2014,11500,Mumbai,FirstOwner,74999
bikedekho_0966,Bajaj Discover 100 M Drum,black,Petrol,2014,12000,Mumbai,FirstOwner,47000
bikedekho_0967,Bajaj Discover 125 Disc,black,Petrol,2011,700,Mumbai,FirstOwner,34999
bikedekho_0968,Bajaj Pulsar 220F Dtsi,black,Petrol,2012,34000,Mumbai,FirstOwner,53000
bikedekho_0969,Bajaj Pulsar 150cc Dtsi,black,Petrol,2009,70000,Mumbai,FirstOwner,21999
bikedekho_0970,Hero Honda Splendor Super,silver,Petrol,2006,42000,Mumbai,ThirdOwner,24999
bikedekho_0971,Hero Honda Karizma Zmr Pgm Fi,orange,Petrol,2012,43000,Mumbai,FirstOwner,78000
bikedekho_0972,Hero Motocorp Passion Xpro Disc Self Cast,black,Petrol,2014,3400,Mumbai,FirstOwner,49999
bikedekho_0973,Honda CB Dazzler Sports,black,Petrol,2011,1800,Mumbai,FirstOwner,38500
bikedekho_0974,Kawasaki Eliminator 175,black,Petrol,2001,85000,Mumbai,SecondOwner,23999
bikedekho_0975,Honda Shine Self Disc Alloy,black,Petrol,2007,50000,Mumbai,FirstOwner,29000
bikedekho_0976,Royal Enfield Bullet 500,black,Petrol,2014,2700,Mumbai,FirstOwner,150000
bikedekho_0977,Honda CB Dazzler Sports,silver,Petrol,2010,36000,Mumbai,FirstOwner,35000
bikedekho_0978,Yamaha YZF R15,black,Petrol,2010,47600,Mumbai,FirstOwner,50000
bikedekho_0979,Yamaha Sz R,red,Petrol,2012,30000,Mumbai,FirstOwner,31500
bikedekho_0980,Yamaha FZS FI Version 2.0,black,Petrol,2010,46500,Mumbai,FirstOwner,39999
bikedekho_0981,Royal Enfield Thunderbird 350,black,Petrol,2012,17000,Mumbai,FirstOwner,89000
bikedekho_0982,Hero Honda Passion Pro,Bl',Petrol,2011,17500,Delhi,FirstOwner,31999
bikedekho_0983,Hero Honda Cbz Xtreme Self Start,black,Petrol,2011,13000,Delhi,FirstOwner,35000
bikedekho_0984,KTM Duke 390,black,Petrol,2014,7400,Delhi,FirstOwner,150000
bikedekho_0985,Hero Honda Cbz Xtreme Self Start,red,Petrol,2012,23000,Delhi,FirstOwner,39999
bikedekho_0986,Suzuki Fiero STD,black,Petrol,2001,18000,Bangalore,ThirdOwner,28500
bikedekho_0987,Suzuki Gixxer SF Special MOTOGP Edition,blue,Petrol,2015,850,Bangalore,FirstOwner,94500
bikedekho_0988,Royal Enfield Classic 350,black,Petrol,2015,8000,Bangalore,FirstOwner,120000
bikedekho_0989,TVS Apache RTR 180,black,Petrol,2011,3850,Bangalore,FirstOwner,55000
bikedekho_0990,Bajaj Pulsar 150cc Dtsi,black,Petrol,2009,75000,Delhi,FirstOwner,22499
bikedekho_0991,Bajaj Discover 100,green,Petrol,2011,45000,Delhi,FirstOwner,24000
bikedekho_0992,Bajaj Pulsar 150cc Dtsi,red,Petrol,2007,50000,Delhi,FirstOwner,19999
bikedekho_0993,Bajaj Pulsar 180cc Dtsi,black,Petrol,2010,70000,Delhi,FirstOwner,32000
bikedekho_0994,Bajaj Pulsar 180cc Dtsi,red,Petrol,2009,62000,Delhi,FirstOwner,31999
bikedekho_0995,Bajaj Pulsar 180cc Dtsi,black,Petrol,2009,40000,Delhi,FirstOwner,34999
bikedekho_0996,Bajaj Avenger 220,blue,Petrol,2013,4500,Delhi,SecondOwner,64999
bikedekho_0997,Bajaj Pulsar 135,black,Petrol,2013,30000,Delhi,FirstOwner,30000
bikedekho_0998,Bajaj Pulsar 220F Dtsi,black,Petrol,2013,10500,Delhi,FirstOwner,60000
bikedekho_0999,Hero Honda Passion Pro,green,Petrol,2009,65000,Delhi,SecondOwner,34999
bikedekho_1000,Hero Motocorp Passion Xpro Disc Self Cast,black,Petrol,2014,3000,Delhi,FirstOwner,49999
bikedekho_1001,Hero Honda Passion Pro,black,Petrol,2011,35000,Delhi,FirstOwner,25000
bikedekho_1002,Hero Honda Cbz Xtreme Self Start,black,Petrol,2010,49000,Delhi,FirstOwner,31999
bikedekho_1003,Honda Stunner CBF Self Disc Alloy,black,Petrol,2014,52000,Delhi,FirstOwner,46000
bikedekho_1004,Hero Honda Glamour,black,Petrol,2011,4000,Delhi,SecondOwner,35000
bikedekho_1005,Royal Enfield Bullet Electra Twinspark,red,Petrol,2009,30000,Delhi,FirstOwner,79999
bikedekho_1006,Royal Enfield Classic 350,green,Petrol,2006,48000,Delhi,SecondOwner,74000
bikedekho_1007,Royal Enfield Thunderbird 350,black,Petrol,2012,10000,Delhi,FirstOwner,93999
bikedekho_1008,Royal Enfield Classic 350,black,Petrol,2014,8400,Delhi,FirstOwner,110000
bikedekho_1009,Royal Enfield Bullet 350 Twinspark,black,Petrol,1994,16000,Delhi,SecondOwner,62999
bikedekho_1010,KTM RC 390,white,Petrol,2015,650,Delhi,FirstOwner,200000
bikedekho_1011,Hyosung Gt 250r,silver,Petrol,2006,25000,Delhi,SecondOwner,90000
bikedekho_1012,Yamaha SZ RR,red,Petrol,2013,27200,Delhi,FirstOwner,39999
bikedekho_1013,Yamaha FZ16,red,Petrol,2009,55000,Delhi,FirstOwner,24000
bikedekho_1014,Bajaj Pulsar 135,black,Petrol,2010,30000,Bangalore,FirstOwner,29999
bikedekho_1015,Bajaj Pulsar 150cc Dtsi,black,Petrol,2009,48000,Bangalore,FirstOwner,41000
bikedekho_1016,Bajaj Pulsar 150cc Dtsi,blue,Petrol,2003,40000,Bangalore,SecondOwner,17999
bikedekho_1017,Bajaj Discover 100,black,Petrol,2015,850,Bangalore,FirstOwner,42999
bikedekho_1018,Bajaj Discover 125 M Disc,black,Petrol,2012,27000,Bangalore,FirstOwner,34999
bikedekho_1019,Hero Honda Karizma R,yellow,Petrol,2005,54000,Bangalore,ThirdOwner,35999
bikedekho_1020,Hero Honda Splendor Plus,black,Petrol,2012,7500,Bangalore,FirstOwner,39000
bikedekho_1021,Honda CBR 250R ABS,red,Petrol,2011,24000,Bangalore,SecondOwner,100000
bikedekho_1022,Honda CB Trigger STD,black,Petrol,2013,15000,Bangalore,FirstOwner,61999
bikedekho_1023,Hero Honda Cbz Xtreme Self Start,black,Petrol,2008,40000,Bangalore,FirstOwner,39500
bikedekho_1024,Hero Honda Splendor Plus,black,Petrol,2010,50000,Bangalore,FirstOwner,35999
bikedekho_1025,Hero Honda Splendor Nxg,black,Petrol,2010,24000,Bangalore,FirstOwner,32500
bikedekho_1026,Hero Honda Splendor Pro,silver,Petrol,2001,30000,Bangalore,FirstOwner,21999
bikedekho_1027,Bajaj Caliber 115,red,Petrol,2002,42000,Bangalore,SecondOwner,13500
bikedekho_1028,Bajaj Avenger 220,black,Petrol,2012,27000,Bangalore,FirstOwner,64500
bikedekho_1029,Hero MotoCorp Passion Pro Self Drum Alloy,black,Petrol,2013,30000,Delhi,FirstOwner,24500
bikedekho_1030,Bajaj Pulsar 200 NS,yellow,Petrol,2013,11000,Bangalore,FirstOwner,72000
bikedekho_1031,Bajaj Pulsar 220F Dtsi,black,Petrol,2012,29000,Mumbai,FirstOwner,60000
bikedekho_1032,Honda CB Twister Self Drum Alloy,black,Petrol,2011,25000,Mumbai,FirstOwner,18000
bikedekho_1033,Yamaha RX 135 STD,black,Petrol,1997,46000,Bangalore,ThirdOwner,45000
bikedekho_1034,Royal Enfield Bullet Electra,silver,Petrol,2005,31000,Delhi,SecondOwner,69500
bikedekho_1035,Honda CB Trigger STD,red,Diesel,2015,2345,Delhi,FirstOwner,5000
bikedekho_1036,Bajaj Pulsar 150cc Dtsi,red,Petrol,2005,35000,Delhi,FirstOwner,25000
bikedekho_1037,Hero Honda Passion Pro,black,Petrol,2014,7200,Delhi,FirstOwner,41999
bikedekho_1038,Bajaj Pulsar 180cc Dtsi,black,Petrol,2007,25000,Delhi,FirstOwner,18000
bikedekho_1039,Hero Honda Passion Plus,black,Petrol,2001,60000,Delhi,SecondOwner,24999
bikedekho_1040,Bajaj Pulsar 135,red,Petrol,2010,31000,Bangalore,FirstOwner,28999
bikedekho_1041,Honda CB Unicorn 160 Standard,red,Petrol,2014,12000,Bangalore,FirstOwner,69999
bikedekho_1042,Suzuki Fiero STD,black,Petrol,2001,70000,Bangalore,FirstOwner,25000
bikedekho_1043,Royal Enfield Bullet 350 Twinspark,silver,Petrol,1988,24000,Bangalore,SecondOwner,85000
bikedekho_1044,TVS Apache RTR 180 ABS,white,Petrol,2013,18000,Bangalore,FirstOwner,53000
bikedekho_1045,TVS Victor 2015,black,Petrol,2004,35000,Bangalore,FirstOwner,19999
bikedekho_1046,TVS Apache RTR 160,black,Petrol,2007,53000,Bangalore,FirstOwner,22999
bikedekho_1047,TVS Jive,black,Petrol,2011,45000,Bangalore,FirstOwner,29500
bikedekho_1048,Ideal Jawa Yezdi 250,black,Petrol,1982,45000,Bangalore,SecondOwner,44500
bikedekho_1049,Yamaha RX 135 STD,black,Petrol,1996,40000,Bangalore,SecondOwner,39999
bikedekho_1050,Yamaha FZ16,black,Petrol,2014,10000,Bangalore,FirstOwner,66000
bikedekho_1051,Yamaha RX 135 STD,black,Petrol,1998,500,Bangalore,ThirdOwner,39999
bikedekho_1052,Yamaha RX 100 STD,black,Petrol,1993,15000,Bangalore,SecondOwner,44999
bikedekho_1053,Yamaha YZF R15 Version 2.0,black,Petrol,2009,40000,Bangalore,SecondOwner,64999
bikedekho_1054,Yamaha FZ FI Version 2.0,Ornage,Petrol,2008,31000,Bangalore,FirstOwner,32999
bikedekho_1055,Yamaha RX 135 STD,green,Petrol,1998,30000,Bangalore,FirstOwner,48000
bikedekho_1056,Bajaj Platina 125,black,Petrol,2006,40000,Mumbai,FirstOwner,24999
bikedekho_1057,Bajaj Pulsar 150cc Dtsi,black,Petrol,2008,55000,Mumbai,FirstOwner,21999
bikedekho_1058,Bajaj Pulsar 150cc Dtsi,black,Petrol,2008,60000,Mumbai,FirstOwner,23000
bikedekho_1059,Bajaj Pulsar 220F Dtsi,blue,Petrol,2013,10000,Mumbai,FirstOwner,54999
bikedekho_1060,Bajaj Pulsar 220F Dtsi,black,Petrol,2015,10,Mumbai,FirstOwner,80000
bikedekho_1061,Suzuki Gs150r,black,Petrol,2009,37000,Bangalore,FirstOwner,40000
bikedekho_1062,Royal Enfield Classic 350,black,Petrol,2012,37000,Bangalore,FirstOwner,110000
bikedekho_1063,Bajaj Pulsar 220F Dtsi,black,Petrol,2010,11000,Delhi,FirstOwner,45999
bikedekho_1064,Royal Enfield Classic 350,black,Petrol,2013,27000,Mumbai,FirstOwner,95000
bikedekho_1065,Yamaha Enticer 125,white,Petrol,2005,25000,Mumbai,FirstOwner,58000
bikedekho_1066,Hero Honda Passion Pro,black,Petrol,2012,85000,Mumbai,FirstOwner,35000
bikedekho_1067,Hero Honda CBZ Self,blue,Petrol,2002,50000,Mumbai,SecondOwner,31500
bikedekho_1068,Yamaha RX 135 STD,black,Petrol,2003,80000,Mumbai,SecondOwner,76999
bikedekho_1069,Yamaha Ybr 125,black,Petrol,2004,70000,Mumbai,FirstOwner,12000
bikedekho_1070,Yamaha YZF R15,red,Petrol,2010,50000,Mumbai,FirstOwner,50000
bikedekho_1071,Yamaha FZ S,black,Petrol,2009,35000,Mumbai,FirstOwner,28000
bikedekho_1072,Royal Enfield Bullet 350,black,Petrol,1991,50000,Mumbai,ThirdOwner,98000
bikedekho_1073,Royal Enfield Bullet Electra,black,Petrol,2002,37000,Mumbai,FirstOwner,90000
bikedekho_1074,Honda Unicorn Spoke,red,Petrol,2006,80700,Mumbai,FirstOwner,24000
bikedekho_1075,Honda Unicorn Alloy,red,Petrol,2007,19500,Mumbai,FirstOwner,39999
bikedekho_1076,Honda Unicorn Alloy,silver,Petrol,2012,23800,Mumbai,SecondOwner,45000
bikedekho_1077,Honda Unicorn Alloy,silver,Petrol,2015,2700,Mumbai,FirstOwner,74999
bikedekho_1078,Honda CB Twister Self Drum Alloy,black,Petrol,2011,38500,Mumbai,FirstOwner,34000
